type_of_reference,primary_title,authors,journal_name,volume,start_page,end_page,year,date,secondary_title,issn,doi,urls,keywords,abstract,number
JOUR,"Traveling worker assembly line (re)balancing problem: Model, reduction techniques, and real case studies","['Sikora, Celso Gustavo Stall', 'Lopes, Thiago Cantos', 'Magatão, Leandro']",European Journal of Operational Research,259,949,971,2017,2017/06/16/,,0377-2217,https://doi.org/10.1016/j.ejor.2016.11.027,['https://www.sciencedirect.com/science/article/pii/S0377221716309523'],"['Combinatorial optimization', 'Assembly line rebalancing', 'Real-world application', 'Traveling salesman problem', 'Mixed integer linear programming']","The assembly line balancing problem arises from equally dividing the workload among all workstations. Several solution methods explore different variants of the problem, but no model includes all characteristics real assembly lines might contain. This paper presents a mixed integer linear programming model that solves the Traveling Worker Assembly Line Balancing Problem (TWALBP). In this problem, the tasks’ balancing along with the assignment of workers to one or more workstations is determined for a given layout. The assignment flexibility is solved with a traveling salesman problem formulation integrated in the balancing model. Adapted standard datasets and three real case scenarios are used as benchmark sets. These scenarios present particularities such as human and robotic workers, assignment restrictions, zoning constraints, automatic and common tasks. The model successfully determines the tasks’ assignments and the routing of every worker for a layout aware optimization of assembly lines. Better quality balancing solutions were achieved allowing workers to perform tasks at multiple stations, showing a trade-off between assignment flexibility and movement time.",3
JOUR,COLET: A dataset for COgnitive workLoad estimation based on eye-tracking,"['Ktistakis, Emmanouil', 'Skaramagkas, Vasileios', 'Manousos, Dimitris', 'Tachos, Nikolaos S.', 'Tripoliti, Evanthia', 'Fotiadis, Dimitrios I.', 'Tsiknakis, Manolis']",Computer Methods and Programs in Biomedicine,224,106989,,2022,2022/09/01/,,0169-2607,https://doi.org/10.1016/j.cmpb.2022.106989,['https://www.sciencedirect.com/science/article/pii/S0169260722003716'],"['Cognitive workload', 'Workload classification', 'Eye movements', 'Machine learning', 'Eye-tracking', 'Affective computing']","Background and Objective: The cognitive workload is an important component in performance psychology, ergonomics, and human factors. Publicly available datasets are scarce, making it difficult to establish new approaches and comparative studies. In this work, COLET-COgnitive workLoad estimation based on Eye-Tracking dataset is presented. Methods: Forty-seven (47) individuals’ eye movements were monitored as they solved puzzles involving visual search activities of varying complexity and duration. The participants’ cognitive workload level was evaluated with the subjective test of NASA-TLX and this score is used as an annotation of the activity. Extensive data analysis was performed in order to derive eye and gaze features from low-level eye recorded metrics, and a range of machine learning models were evaluated and tested regarding the estimation of the cognitive workload level. Results: The activities induced four different levels of cognitive workload. Multi tasking and time pressure have induced a higher level of cognitive workload than the one induced by single tasking and absence of time pressure. Multi tasking had a significant effect on 17 eye features while time pressure had a significant effect on 7 eye features. Both binary and multi-class identification attempts were performed by testing a variety of well-known classifiers, resulting in encouraging results towards cognitive workload levels estimation, with up to 88% correct predictions between low and high cognitive workload. Conclusions: Machine learning analysis demonstrated potential in discriminating cognitive workload levels using only eye-tracking characteristics. The proposed dataset includes a much higher sample size and a wider spectrum of eye and gaze metrics than other similar datasets, allowing for the examination of their relations with various cognitive states.",
JOUR,Enhancing manual inspection in semiconductor manufacturing with integrated augmented reality solutions,"['Chu, Chih-Hsing', 'Weng, Chen-Yu', 'Chen, Yu-Tzu']",Journal of Manufacturing Systems,77,933,945,2024,2024/12/01/,,0278-6125,https://doi.org/10.1016/j.jmsy.2024.10.028,['https://www.sciencedirect.com/science/article/pii/S0278612524002541'],"['Augmented reality', 'Semiconductor manufacturing', 'Manual inspection', 'Human Error', 'Machine maintenance']","On-site routine inspection often remains a manual operation in the semiconductor manufacturing industry because implementing automated solutions can be costly and technically challenging in such a highly controlled and complex environment. The manual inspection is prone to errors due to the impact of demanding physical and mental workloads. This paper presents an integrated Augmented Reality (AR) solution developed to assist manual inspection tasks in the supporting areas of semiconductor manufacturing, referred to as the sub-fab. The solution is accessible to a human worker wearing an AR headset during the inspection process at the location. We propose a system framework to deploy computational intelligences of varying granularity provided by the solution across cloud, edge, and device levels, accommodating constraints within the sub-fab. A machine maintenance module helps estimate and monitor the health condition of running scrubbers. Incorrect intentions performed by the worker on the scrubber control panel are detected through hand gesture recognition. This instantly prompts warning messages in the AR headset to prevent subsequent wrong actions. The solution can also identify abnormal device states through 6D pose estimation of objects enabled by machine learning models. A test scenario demonstrates how these functional features enhance the inspection efficiency and quality by reducing human workloads. This work demonstrates that semiconductor manufacturing may require AR-assisted functions different from those needed or common in other industrial sectors. It also highlights the potential of AR technology for reducing operational human errors in manual tasks.",
JOUR,Assembly complexity and physiological response in human-robot collaboration: Insights from a preliminary experimental analysis,"['Capponi, Matteo', 'Gervasi, Riccardo', 'Mastrogiacomo, Luca', 'Franceschini, Fiorenzo']",Robotics and Computer-Integrated Manufacturing,89,102789,,2024,2024/10/01/,,0736-5845,https://doi.org/10.1016/j.rcim.2024.102789,['https://www.sciencedirect.com/science/article/pii/S0736584524000760'],"['Assembly complexity', 'Human-robot collaboration', 'Physiological signals', 'Humans’ well-being', 'Industry 5.0']","Industry 5.0 paradigm has renewed interest in the human sphere, emphasizing the importance of workers’ well-being in manufacturing activities. In such context, collaborative robotics originated as a technology to support humans in tiring and repetitive tasks. This study investigates the effects of assembly complexity in Human-Robot collaboration using physiological indicators of cognitive effort. In a series of experiments, participants performed assembly processes of different products with varying complexity, in two modalities: manually and with cobot assistance. Physiological measures, including skin conductance, heart rate variability and eye-tracking metrics were collected. The analysis of physiological signals showed trends suggesting the impact of assembly complexity and cobot support. One key finding of the study is that a single physiological signal usually may not provide a complete understanding of cognitive load. Therefore, a holistic approach should be followed. This approach highlighted the importance of considering multiple measures simultaneously to accurately assess workers’ well-being in industrial environments.",
JOUR,Solution of the assembly line balancing problem using the rank positional weight method and Kilbridge and Wester heuristics method: An application in the cable industry,"['Çelik, Miraç Tuba', 'Arslankaya, Seher']",Journal of Engineering Research,11,182,191,2023,2023/09/01/,,2307-1877,https://doi.org/10.1016/j.jer.2023.100082,['https://www.sciencedirect.com/science/article/pii/S2307187723000834'],"['Assembly line', 'Assembly line balancing problem', 'Rank positional weight method (RPWM)', 'Kilbridge and Wester heuristics']","Today, assembly lines are frequently used in factories' production areas because they increase production processes' efficiency. Due to increased customer demands, increasing production amounts and intense competition cause severe fluctuations in production environments. This is also evident in assembly lines. Balancing problems caused by many reasons in assembly lines has become a big problem for companies. In this study, the balancing problem in the assembly line in an automotive supplier industry company that produces cables has been tried to be solved. In the solution of the problem, the Rank positional weight method, which is among the heuristics frequently used in the literature, and the Kilbridge and Wester heuristics were used. Considering the current situation, the cycle time from 170 s has been reduced to 142.25 s, and the line efficiency has been increased from 82.36% to 98.42%. There was no increase or decrease in the number of stations on the line and the number of operators working there. As a result of all these efforts, the workload was distributed equally among the stations, severely reducing waiting time. In this way, the downtimes in production were reduced, the overtime hours required to reach the required daily production amount were eliminated, and labor costs were reduced.",3
JOUR,Ecological interface design effectively reduces cognitive workload – The example of HMIs for speed control,"['Schewe, F.', 'Vollrath, M.']",Transportation Research Part F: Traffic Psychology and Behaviour,72,155,170,2020,2020/07/01/,,1369-8478,https://doi.org/10.1016/j.trf.2020.05.009,['https://www.sciencedirect.com/science/article/pii/S136984782030423X'],"['Ecological interface design', 'Cognitive workload', 'Driver behavior', 'Intelligent vehicle systems']","This paper aims to demonstrate that ecological interface design reduces the use of cognitive resources. Making the boundaries of acceptable performance visually perceivable should elicit skill-based behavior, thus lowering the cognitive load. To illustrate the psychological mechanisms of ecological interface design and validate its influence on cognitive load, we compared a conventional speedometer to an ecological speedometer. Both interfaces were displayed on the head-up display of a static driving simulator and were tested in a rural highway scenario. In a 2 × 2 × 2 repeated-measure design, the human–machine interface was tested along with the informative intelligent speed assistance system (representing an existing alternative for speed control) and the additional workload induced by a 1-back task (representing cognitively demanding driving situations). To measure cognitive load, we used a tactile version of the detection response task and controlled for all confounding variables. The experiment was conducted with 28 male and 21 female drivers. Our hypotheses and the ecological interface design theory are supported by the finding that the ecological speedometer reduces the use of cognitive resources. Moreover, the specific application of the ecological speedometer enables better driving performance (i.e., longitudinal and lateral control) compared to a conventional speedometer.",
JOUR,Distracted worker: Using pupil size and blink rate to detect cognitive load during manufacturing tasks,"['Biondi, Francesco N.', 'Saberi, Babak', 'Graf, Frida', 'Cort, Joel', 'Pillai, Prarthana', 'Balasingam, Balakumar']",Applied Ergonomics,106,103867,,2023,2023/01/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2022.103867,['https://www.sciencedirect.com/science/article/pii/S0003687022001909'],"['Cognitive load', 'Blink rate', 'Pupil size', 'Manufacturing']","This study sets out to extend the use of blink rate and pupil size to the assessment of cognitive load of completing common automotive manufacturing tasks. Nonoptimal cognitive load is detrimental to safety. Existing occupational ergonomics approaches come short of measuring dynamic changes in cognitive load during complex assembling tasks. Cognitive demand was manipulated by having participants complete two versions of the n-back task (easy, hard). Two durations of the physical task were also considered (short, long). Pupil size and blink rate increased under greater cognitive task demand. High cognitive load also resulted in longer task completion times, and higher ratings of mental and temporal demand, and effort. This exploratory study offers relevant insights on the use of ocular metrics for cognitive load assessment in occupational ergonomics. While the existing eye-tracking technology may yet limit their adoption in the field, they offer advantages over the more popular expert-based and self-reported techniques in measuring changes in cognitive load during dynamic tasks.",
JOUR,A Review on Collaborative Robot Assembly Line Balancing Problems,"['Kheirabadi, M.', 'Keivanpour, S.', 'Chinniah, Y.', 'Frayret, J.M.']",IFAC-PapersOnLine,55,2779,2784,2022,2022/01/01/,"10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022",2405-8963,https://doi.org/10.1016/j.ifacol.2022.10.151,['https://www.sciencedirect.com/science/article/pii/S2405896322021656'],"['Human-Robot Collaboration', 'Assembly line balancing', 'Task assignment', 'Cobot', 'Industry 4.0']","Assembly line balancing problems have been the subject of numerous studies for decades. The recent advantages of technologies in the Industry 4.0 era and integrating collaborative robots into the assembly systems have created task allocation, workload balance, and scheduling challenges. This paper provides a brief literature review on the existing collaborative assembly line balancing problems comparing their main characteristics and suggests some research directions for future studies.",10
JOUR,Mixed reality-integrated 3D/2D vision mapping for intuitive teleoperation of mobile manipulator,"['Su, Yunpeng', 'Chen, Xiaoqi', 'Zhou, Tony', 'Pretty, Christopher', 'Chase, Geoffrey']",Robotics and Computer-Integrated Manufacturing,77,102332,,2022,2022/10/01/,,0736-5845,https://doi.org/10.1016/j.rcim.2022.102332,['https://www.sciencedirect.com/science/article/pii/S0736584522000217'],"['Teleoperation', 'Mixed reality', 'Vision and motion mapping', 'Robotic manipulation']","Depth cues are crucial to increase user perception and spatial awareness of the remote environment when remotely guiding complex robotic systems. A mixed reality (MR) integrated 3D/2D vision and motion mapping framework for immersive and intuitive telemanipulation of a complex mobile manipulator is presented. The proposed 3D immersive telerobotic schemes provide the users with depth perception through the merging of multiple 3D/2D views of the remote environment via MR subspace. The mobile manipulator platform consists of a 6°-of-freedom (DOF) industrial manipulator, 3D-printed parallel gripper, and mobile base, which can be controlled by non-skilled operators who are physically separated from the robot working space through a velocity-based imitative motion mapping approach. This work evaluates the impact of depth perception and immersion provided by integrated 3D/2D vision and motion mapping schemes on teleoperation efficiency and user experience in an MR environment. In particular, the MR enhanced systems maintain spatial awareness and perceptual salience of the remote scene in 3D, facilitating intuitive mixed reality human-robot interaction (MR-HRI). This study compared two MR-integrated 3D/2D vision and motion mapping schemes against a typical 2D Baseline visual display method through pick-and-place, assembly, and dexterous manufacturing tasks. The MR-integrated 3D/2D vision and motion mapping schemes of teleoperation reduced overall task completion times by 34% and 17%, compared to the MR-2D Baseline, while minimizing training effort and cognitive workload.",
JOUR,Assessment of a large language model based digital intelligent assistant in assembly manufacturing,"['Colabianchi, Silvia', 'Costantino, Francesco', 'Sabetta, Nicolò']",Computers in Industry,162,104129,,2024,2024/11/01/,,0166-3615,https://doi.org/10.1016/j.compind.2024.104129,['https://www.sciencedirect.com/science/article/pii/S0166361524000575'],"['Chatbot', 'Experimental design', 'Artificial intelligence', 'Natural language processing', 'Industry 4.0', 'Industry 5.0']","The use of Digital Intelligent Assistants (DIAs) in manufacturing aims to enhance performance and reduce cognitive workload. By leveraging the advanced capabilities of Large Language Models (LLMs), the research aims to understand the impact of DIAs on assembly processes, emphasizing human-centric design and operational efficiency. The study is novel in considering the three primary objectives: evaluating the technical robustness of DIAs, assessing their effect on operators' cognitive workload and user experience, and determining the overall performance improvement of the assembly process. Methodologically, the research employs a laboratory experiment, incorporating a controlled setting to meticulously assess the DIA's performance. The experiment used a between-subjects design comparing a group of participants using the DIA against a control group relying on traditional manual methods across a series of assembly tasks. Findings reveal a significant enhancement in the operators' experience, a reduction in cognitive load, and an improvement in the quality of process outputs when the DIA is employed. The article contributes to the study of the DIA's potential and AI integration in manufacturing, offering insights into the design, development, and evaluation of DIAs in industrial settings.",
JOUR,The effect of broadband noise on learning and dynamic decision-making and how cognitive workload and sex moderate its effect,"['Zhou, Hang', 'Molesworth, Brett R.C.', 'Burgess, Marion', 'Hatfield, Julie']",Applied Ergonomics,98,103604,,2022,2022/01/01/,,0003-6870,https://doi.org/10.1016/j.apergo.2021.103604,['https://www.sciencedirect.com/science/article/pii/S0003687021002519'],"['Noise', 'Dynamic decision-making', 'Safety', 'Cognitive workload']","The aim of this research was to examine how broadband noise which is present in many workplaces affects dynamic decision-making. The effect of potential moderating factors, cognitive workload and sex, were also examined. Forty-eight participants (24 females) with an average age of 27.38 years (SD = 12.34) were asked to complete a dynamic decision-making task over three consecutive-days. Independent variables were Noise (Broadband - 0dBA vs. 75dBA above background) and Cognitive Workload (Low vs. High, manipulated via presence of a secondary task). Among females, broadband noise significantly impaired performance in low workload, but significantly improved performance in high workload. In contrast, among males broadband noise had no significant effect on overall performance. From an applied perspective, understanding the interaction between noise, cognitive workload and sex allows for the design of a training environment to ensure maximum performance by all staff.",
JOUR,Characterisation of mobile-device tasks by their associated cognitive load through EEG data processing,"['Cabañero, Luis', 'Hervás, Ramón', 'González, Iván', 'Fontecha, Jesús', 'Mondéjar, Tania', 'Bravo, José']",Future Generation Computer Systems,113,380,390,2020,2020/12/01/,,0167-739X,https://doi.org/10.1016/j.future.2020.07.013,['https://www.sciencedirect.com/science/article/pii/S0167739X20305112'],"['Electroencephalography', 'Mobile computing', 'Cognitive load', 'Mental effort', 'Human–computer interaction']","Interaction with mobile devices serves as a link to the cyber world and allows us to characterise user behaviours. The deep analysis of the interactions with the smartphone, aligned with the principles of the Internet of People, allow us to distinguish between normal and abnormal use. One of the multiple applications of this type of analysis will contribute to the early diagnosis of mild cognitive impairment, based on anomalies in the interaction. This work aims to take the first steps towards that ambitious goal: to determine the cognitive load required for different typical tasks with smartphones. By properly identifying which tasks require a higher cognitive load, we will be able to start studying metrics and indicators that contribute to the early diagnosis of cognitive pathologies. The analysis of cognitive load was carried out after an experiment with 26 users who performed 12 typical tasks with a mobile device while their brain activity was monitored through electroencephalography. The results identify that there are clearly tasks with a higher cognitive demand, with audio production and consumption being the most notable, which has been validated experimentally and statistically.",
JOUR,Multi-class classification of control room operators’ cognitive workload using the fusion of eye-tracking and electroencephalography,"['Iqbal, Mohd Umair', 'Srinivasan, Babji', 'Srinivasan, Rajagopalan']",Computers & Chemical Engineering,181,108526,,2024,2024/02/01/,,0098-1354,https://doi.org/10.1016/j.compchemeng.2023.108526,['https://www.sciencedirect.com/science/article/pii/S0098135423003964'],"['Electroencephalography (EEG)', 'Eye-tracking', 'Operator performance', 'Cognitive workload', 'Decision trees', 'Fusion']","Chemical process industries are hazard intensive. Most industrial accidents occur today due to human error. For safe and efficient operation, it is therefore critical to ensure optimal operator performance. With the advent of Industry 4.0 and concomitant digitalization, the role of operators has become cognitively challenging. Therefore, it is imperative to assess the cognitive performance of operators. One of the major constructs to understand cognitive performance is the cognitive workload. An increase in cognitive workload often leads to degradation in performance. Traditional assessment techniques fail to capture cognitive aspects of performance. Recently, researchers in various domains such as aviation, driving, marine, and nuclear power have started to utilize physiological measures to gauge the cognitive workload of their operators. In our previous works, we have used electroencephalography (EEG) and eye-tracking separately to assess the cognitive workload of operators in the process industries. In contrast, in this paper, we explore the benefits of their fusion in classifying process industry control room operators’ workload into low, medium, and high classes while they tackle abnormal situations. The methodology employs the fusion of metrics derived from pupil, gaze, and EEG data to train a decision tree-based model for workload classification. Our results reveal that fusion leads to an increase in classification accuracy of upto 22 %. The work has the potential to identify the expertise level of operators and hence, can be critical in ensuring their optimal performance.",
JOUR,On the Selection of Ergonomics Evaluation Methods for Human Centric Manufacturing Tasks,"['Arkouli, Zoi', 'Michalos, George', 'Makris, Sotiris']",Procedia CIRP,107,89,94,2022,2022/01/01/,Leading manufacturing systems transformation – Proceedings of the 55th CIRP Conference on Manufacturing Systems 2022,2212-8271,https://doi.org/10.1016/j.procir.2022.04.015,['https://www.sciencedirect.com/science/article/pii/S2212827122002311'],"['human centric design', 'ergonomics assessment', 'physical workload evaluation', 'cognitive workload evaluation']","The last years several methods and sensors have emerged for the assessment of the physical and cognitive loads that human workers experience during the execution of manufacturing tasks. Questionnaires, videos, simulation data, IMU sensors, etc. are some of the data collection methods that can provide important data for the physical (skeleton joint angles, perceived fatigue, covered distance, and so forth), as well as for the cognitive (e.g., perceived user experience, eye movement, latency of movement) workload evaluation. However, there is no commonly accepted method to guide the practitioners in selecting the appropriate method and means to evaluate their task of interest. This paper goes a step further from the existing formal guidelines by considering aspects such as the stage of development of the manufacturing tasks and weighting the cognitive and physical aspects as per the task’s nature. The proposed multi-criteria decision making method will map the custom requirements of each case in terms of cost, time, expertise, and available technology to the ones that each data collection method can meet in order to suggest an appropriate method. The proposed approach is applied in a case study coming from the bus and coach sector, where a mixed task (cognitive and physical effort) is assessed using video recordings and interviews.",
JOUR,Exact solution approaches for the workload smoothing in assembly lines,"['Dinler, Derya', 'Tural, Mustafa Kemal']","Engineering Science and Technology, an International Journal",24,1318,1328,2021,2021/12/01/,,2215-0986,https://doi.org/10.1016/j.jestch.2021.03.013,['https://www.sciencedirect.com/science/article/pii/S221509862100077X'],"['Smoothness index', 'Assembly line balancing', 'Workload smoothing', 'Mixed-integer linear programming', 'Second order cone programming', 'Constraint programming']","In this paper, the problem of minimizing the smoothness index for an assembly line given a fixed cycle time and the number of workstations is studied. This problem which is known as the workload smoothing line balancing problem (WSLBP) is a mixed-integer quadratic programming problem. Until recently, this problem has only been tackled using heuristic approaches. Recently, there have been some attempts to solve this problem exactly using mixed-integer linear programming (MILP). The MILP formulations, however, are not usually capable of solving large size problem instances. In this paper, the aim is to solve the WSLBP using mathematical programming formulations by using off-the-shelf solvers. Differently from the literature some non-MILP formulations are also considered for the problem. For this purpose, three MILP formulations, one from the literature, and two non-MILP formulations are compared. The two non-MILP formulations include a mixed-integer second order cone programming formulation and a constraint programming model. The superiority of the non-MILP formulations over the considered MILP formulations is experimentally shown.",6
JOUR,Ergonomic design of Human-Robot collaborative workstation in the Era of Industry 5.0,"['Keshvarparast, Ali', 'Berti, Nicola', 'Chand, Saahil', 'Guidolin, Mattia', 'Lu, Yuqian', 'Battaia, Olga', 'Xu, Xun', 'Battini, Daria']",Computers & Industrial Engineering,,110729,,2024,2024/11/13/,,0360-8352,https://doi.org/10.1016/j.cie.2024.110729,['https://www.sciencedirect.com/science/article/pii/S0360835224008519'],"['Collaborative robots', 'Human factors', 'Human-centric manufacturing', 'Human-centered design', 'Shared workspace, Collaborative Workspace, Industry 5.0']","The increasing adoption of collaborative robots to support job execution in manufacturing has catalyzed companies’ attention to safety and well-being issues. Sharing the human-centric perspective and harmonious human–machine collaboration concepts emphasized by Industry 5.0, the design phase of a collaborative workstation must integrate both psychological and physical risk evaluations to provide a safe and inclusive work environment suitable for a diversified workforce. Accelerating the pre-deployment phase to quickly reconfigure workstation design and assess its impact on workload balancing and task sequencing during the deployment of assembly lines still represents a challenging task considering the available software tools. This research proposes a new mathematical model to accelerate the design of ergonomic human-robot collaborative workstations based on task alternatives and the combined consideration of postural assessment and fatigue analyses for each of them to design an ergo-friendly collaborative environment. Surface electromyography analysis is jointly adopted with postural risk assessment measured with inertial measurement units and developed by a digital ergonomic platform to determine the optimal workplace configuration for tools, equipment, and resources to promote physical well-being while considering station productivity. Experimental tests are performed to investigate arm muscles and postural risk assessment for different configurations of workstation design and collaborative human-robot job progression. Experimental results demonstrate the feasibility, and the advantages of the proposed approach compared to existing simulation software to quickly generate and assess alternative scenarios and find a trade-off between ergo-quality levels and system performance. The final discussion offers valuable information for decision-makers and practitioners to facilitate the integration of human factors throughout the early stages of ergo-friendly workspace design, while effectively managing the complexity generated by resource allocation and collaborative robots.",
JOUR,A CoBot Reinforcement Framework To Facilitate Assembly line Workers,"['Pabolu, Venkata Krishna Rao']",Procedia CIRP,118,241,246,2023,2023/01/01/,16th CIRP Conference on Intelligent Computation in Manufacturing Engineering,2212-8271,https://doi.org/10.1016/j.procir.2023.06.042,['https://www.sciencedirect.com/science/article/pii/S2212827123002652'],"['Collaborative assembly system', 'Assembly worker facilitation', 'Cobots']",This work provides a methodological framework to introduce the CoBots into an assembly line to facilitate an assembly line worker. The CoBots are to facilitate an assembly line worker working long or providing assistance during a work-fatigue condition by sharing their workload. A conceptual framework is given to split an assembly task into seven sub-tasks then collaboration possibilities are proposed to provide sub-task level assistance. An appropriate framework is provided for utilising the collaboration possibilities to increase an assembly line worker's comfortable work duration time and reduce the worker work rotations between work breaks or model changeovers.,
JOUR,Improving ergonomics in mixed-model assembly lines balancing noise exposure and energy expenditure,"['Mura, Michela Dalle', 'Dini, Gino']",CIRP Journal of Manufacturing Science and Technology,40,44,52,2023,2023/02/01/,,1755-5817,https://doi.org/10.1016/j.cirpj.2022.11.005,['https://www.sciencedirect.com/science/article/pii/S1755581722001730'],"['Mixed-model assembly line balancing', 'Ergonomics', 'Noise exposure', 'Energy expenditure', 'Job rotation', 'Genetic algorithm']","In the manufacturing industry, assembly processes involve most of the workforce to deal with the many manual operations. Thus, the design of workplaces must take into account ergonomics to promote workers well-being and safeguard their health and safety, also enhancing productivity. The occupational ergonomic risk not only depends on the physical workload of a task, but also on environmental characteristics of the workplace, including noise, the assessment of which may contribute to prevent workers from possible health issues associated to hearing injuries. In this regard, the present study proposes a software tool based on a genetic algorithm for solving the mixed-model assembly line balancing problem with job rotation and collaborative robots to improve workers’ ergonomics, for the evaluation of which noise exposure is also considered. In particular, the objectives of the problem concern economic aspects, which are taken into account through the optimization of the cost of the line, and ergonomics, which is pursued by reducing and smoothing both workers’ energy expenditure and noise exposure for performing operations on the line. To test the effectiveness of the proposed approach, an industrial case study is finally discussed.",
JOUR,Multi-objective complex product assembly scheduling problem considering parallel team and worker skills,"['Liu, Ziwen', 'Liu, Jianhua', 'Zhuang, Cunbo', 'Wan, Feng']",Journal of Manufacturing Systems,63,454,470,2022,2022/04/01/,,0278-6125,https://doi.org/10.1016/j.jmsy.2022.05.003,['https://www.sciencedirect.com/science/article/pii/S0278612522000735'],"['Flow shop scheduling problem', 'Assembly line of complex products', 'Multiple objective evolutionary algorithm', 'Multi-skilled and multilevel worker']","The flow shop scheduling problem (FSP) is a classic shop scheduling problem with a strong engineering background. As an extension of FSP, the hybrid flow shop scheduling problem (HFSP) involves parallel machine scheduling, and the worker assignment problem on assembly lines (WAPAL) involves worker allocation. Parallel machine scheduling and multi-skilled and multilevel worker allocation are both involved in the actual assembly lines of complex products, but few studies have investigated them simultaneously. This work studies a complex product assembly line scheduling problem considering multi-skilled worker assignment and parallel team scheduling and takes the maximum completion time and the imbalance degree of team workload as the optimization objective. An integer programming model is proposed, and a hybrid coding method considers the worker assignment and task order. Three improved strategies based on a multiple objective evolutionary algorithm (MOEA) are proposed in the local search. Finally, 20 test instances are generated based on actual enterprise labor data, and the results based on the three strategies are compared with six MOEAs. The results show that the three strategies are superior in terms of the quality and distribution of solutions. The inverted generational distance (IGD) index value is increased by 49.97%, 47.89%, 47.08% respectively and the hypervolume (HV) index value is increased by 39.76%, 38.19%, 38.15% respectively.",
JOUR,Measurement of attentional reserve and mental effort for cognitive workload assessment under various task demands during dual-task walking,"['Shaw, Emma P.', 'Rietschel, Jeremy C.', 'Hendershot, Brad D.', 'Pruziner, Alison L.', 'Miller, Matthew W.', 'Hatfield, Bradley D.', 'Gentili, Rodolphe J.']",Biological Psychology,134,39,51,2018,2018/04/01/,,0301-0511,https://doi.org/10.1016/j.biopsycho.2018.01.009,['https://www.sciencedirect.com/science/article/pii/S0301051118300413'],"['Attentional reserve', 'Mental effort and workload', 'Event-related potentials', 'Spectral power', 'Locomotion', 'Ecologically valid human performance']","Previous work focused on cognitive workload assessment suggests EEG spectral content and component amplitudes of the event-related potential (ERP) waveform may index mental effort and attentional reserve, respectively. Although few studies have assessed attentional reserve and mental effort during upper-extremity performance, none have employed a combined approach to measure cognitive workload during locomotion. Therefore, by systematically considering ERPs, spectral content and importantly their combination, this study aimed to examine whether concurrent changes in spectral content and ERPs could collectively serve as an index of cognitive workload during locomotion. Specifically, ERP and EEG biomarkers were assessed as participants performed a cognitive task under two levels of difficulty (easy or hard) and two conditions (seated or walking). Changes in attentional reserve and mental effort appeared to collectively index cognitive workload under varying demands due to changes in task difficulty or performance conditions. This work can inform cognitive workload assessment in patient populations with gait deficiencies for future applications.",
JOUR,How to provide work instructions to reduce the workers’ physical and mental workload,"['Papetti, Alessandra', 'Ciccarelli, Marianna', 'Palpacelli, Matteo Claudio', 'Germani, Michele']",Procedia CIRP,120,1167,1172,2023,2023/01/01/,56th CIRP International Conference on Manufacturing Systems 2023,2212-8271,https://doi.org/10.1016/j.procir.2023.09.143,['https://www.sciencedirect.com/science/article/pii/S2212827123008752'],"['human-centered manufacturing', 'work instructions', 'ergonomics', 'mixed reality', 'industry 5.0']","The transition to Industry 5.0 emphasizes the human-centric perspective and pushes for ergonomic risks prevention and mitigation. The diffusion of the production paradigms of mass customization and mass personalization also increases the need for methods and tools to support workers in manufacturing activities. The growing number of product variants requires a higher cognitive load and increases the likelihood of human errors. Work instructions become fundamental, as well as their digitalization. The technologies enabling industry 4.0 have opened up new scenarios for the use of this information, from extended reality to digital assistance systems. This work deals with the human-centered redesign of a workstation for the wire harness assembly with the aim of mitigating the ergonomic risks for operators, both physical and cognitive. Four different scenarios for using the work instructions were implemented and tested: paper-based instructions, workstation display, mixed reality application usable with a head-mounted display, and augmented reality application that only requires a projection system. The experimentation involved user experience evaluation, performance assessment, and objective postural analysis through inertial sensors.",
JOUR,Multi-manned assembly line balancing with time and space constraints: A MILP model and memetic ant colony system,"['Zhang, Zikai', 'Tang, Qiuhua', 'Chica, Manuel']",Computers & Industrial Engineering,150,106862,,2020,2020/12/01/,,0360-8352,https://doi.org/10.1016/j.cie.2020.106862,['https://www.sciencedirect.com/science/article/pii/S0360835220305581'],"['Time and space assembly line balancing', 'Multi-manned stations', 'MILP model', 'Ant colony optimization', 'Memetic algorithms']","In the automotive and electronics industries, more than one operator work in the same workstation to assemble a high volume of products. When assigning the tasks of these products to workstations, we should fulfill the cycle time and precedence relationships. Limited research has investigated space restrictions to store tools or components (i.e., time and space assembly line balancing problem) but without multi-manned workstations. Therefore, this paper addresses the time and space assembly line balancing problem with multi-manned workstations. Our model includes five kinds of constraints by considering task assignment, precedence, cycle time, sequencing and space constraints. Our aim is to minimize the total number of workstations and operators via a new MILP model and memetic ant colony system. The memetic ant algorithm uses a new solution generation method which integrates 16 heuristic rules to help each ant of the algorithm to effectively build a feasible solution. New pheromone release strategies, including deposition and evaporation, are employed to update the global pheromone quantity. Additionally, a new best solution update method does not retain the solution with minimum objective function but balances the workload of each operator. Our experiments show the effectiveness of solving the MILP model by exact methods in small-scaled instances and the superiority of the memetic ant colony optimization algorithm in all the instances.",
