Article Title,Abstract,Authors,Source Title,Publication Year,Document Type,DOI,"Times Cited, WoS Core",Research Areas,Keywords,combined_text,keyword_score,summary,Full Text Retrieved,Objective/Purpose,Cognitive Load Measurement Methods,Key Findings,Relevance to Manufacturing Context,Strengths/Limitations
Adaptive Task Allocation in Human-Machine Teams with Trust and Workload Cognitive Models,"In mixed-initiative systems where teams of humans and automated agents collaborate to perform decision-making tasks, determining factors of joint performance include human cognitive workload and the level of trust placed by the operators in the automation. Both workload and trust are dynamic variables that change over time based on current task allocation and on the result of past interactions. In this paper, we propose a methodology leveraging quantitative models of trust and workload to automatically and dynamically suggest efficient task allocations in mixed human-machine systems. Our approach is based on a Markov decision process framework and is presented for concreteness in the context of a human-machine team performing repeated binary decision-making tasks. Simulation results show the emergence of interesting automation behaviors such as seeking trust, attempting to repair trust after an error and adjusting human workload for optimal performance. Overall, the human-aware dynamic task allocation strategy shows the potential of significant team performance improvement compared to a static task distribution, even in the presence of significant errors in the trust and workload models used.","Dubois, C; Le Ny, J","2020 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS (SMC)",2020,Proceedings Paper,10.1109/smc42975.2020.9283461,5,Computer Science,; AUTOMATION,"Adaptive Task Allocation in Human-Machine Teams with Trust and Workload Cognitive Models In mixed-initiative systems where teams of humans and automated agents collaborate to perform decision-making tasks, determining factors of joint performance include human cognitive workload and the level of trust placed by the operators in the automation. Both workload and trust are dynamic variables that change over time based on current task allocation and on the result of past interactions. In this paper, we propose a methodology leveraging quantitative models of trust and workload to automatically and dynamically suggest efficient task allocations in mixed human-machine systems. Our approach is based on a Markov decision process framework and is presented for concreteness in the context of a human-machine team performing repeated binary decision-making tasks. Simulation results show the emergence of interesting automation behaviors such as seeking trust, attempting to repair trust after an error and adjusting human workload for optimal performance. Overall, the human-aware dynamic task allocation strategy shows the potential of significant team performance improvement compared to a static task distribution, even in the presence of significant errors in the trust and workload models used.",0.17242037480722788," In mixed-initiative systems, determining factors of joint performance include human cognitive workload and the level of trust placed by the operators in the automation . Both workload and trust are dynamic variables that change over time based on current task allocation and",False,,,,,
Using near infrared spectroscopy and heart rate variability to detect mental overload,"Mental workload is a key factor influencing the occurrence of human error, especially during piloting and remotely operated vehicle (ROV) operations, where safety depends on the ability of pilots to act appropriately. In particular, excessively high or low mental workload can lead operators to neglect critical information. The objective of the present study is to investigate the potential of functional near infrared spectroscopy (fNIRS) - a non-invasive method of measuring prefrontal cortex activity - in combination with measurements of heart rate variability (HRV), to predict mental workload during a simulated piloting task, with particular regard to task engagement and disengagement. Twelve volunteers performed a computer-based piloting task in which they were asked to follow a dynamic target with their aircraft, a task designed to replicate key cognitive demands associated with real life ROV operating tasks. In order to cover a wide range of mental workload levels, task difficulty was manipulated in terms of processing load and difficulty of control - two critical sources of workload associated with piloting and remotely operating a vehicle. Results show that both fNIRS and HRV are sensitive to different levels of mental workload; notably, lower prefrontal activation as well as a lower LF/HF ratio at the highest level of difficulty, suggest that these measures are suitable for mental overload detection. Moreover, these latter measurements point toward the existence of a quadratic model of mental workload. (C) 2013 Elsevier B.V. All rights reserved.","Durantin, G; Gagnon, JF; Tremblay, S; Dehais, F",BEHAVIOURAL BRAIN RESEARCH,2014,Article,10.1016/j.bbr.2013.10.042,188,Behavioral Sciences; Neurosciences & Neurology,NIRS; HRV; Mental overload; Human factors; Remotely operated vehicle; WORKING-MEMORY; PREFRONTAL CORTEX; BRAIN ACTIVATION; AGE-DIFFERENCES; AUTOMATION USE; WORKLOAD; PERFORMANCE; EXPERTISE; RESPONSES; DYNAMICS,"Using near infrared spectroscopy and heart rate variability to detect mental overload Mental workload is a key factor influencing the occurrence of human error, especially during piloting and remotely operated vehicle (ROV) operations, where safety depends on the ability of pilots to act appropriately. In particular, excessively high or low mental workload can lead operators to neglect critical information. The objective of the present study is to investigate the potential of functional near infrared spectroscopy (fNIRS) - a non-invasive method of measuring prefrontal cortex activity - in combination with measurements of heart rate variability (HRV), to predict mental workload during a simulated piloting task, with particular regard to task engagement and disengagement. Twelve volunteers performed a computer-based piloting task in which they were asked to follow a dynamic target with their aircraft, a task designed to replicate key cognitive demands associated with real life ROV operating tasks. In order to cover a wide range of mental workload levels, task difficulty was manipulated in terms of processing load and difficulty of control - two critical sources of workload associated with piloting and remotely operating a vehicle. Results show that both fNIRS and HRV are sensitive to different levels of mental workload; notably, lower prefrontal activation as well as a lower LF/HF ratio at the highest level of difficulty, suggest that these measures are suitable for mental overload detection. Moreover, these latter measurements point toward the existence of a quadratic model of mental workload. (C) 2013 Elsevier B.V. All rights reserved.",0.17230150194529356," Mental workload is a key factor influencing the occurrence of human error, especially during piloting and remotely operated vehicle (ROV) operations . In particular, excessively high or low mental workload can lead operators to neglect critical information .",False,,,,,
Robots Working with Humans or Humans Working with Robots? Searching for Social Dimensions in New Human-Robot Interaction in Industry,"The focus of the following article is on the use of new robotic systems in the manufacturing industry with respect to the social dimension. Since intuitive human-machine interaction (HMI) in robotic systems becomes a significant objective of technical progress, new models of work organization are needed. This hypothesis will be investigated through the following two aims: The first aim is to identify relevant research questions related to the potential use of robotic systems in different systems of work organization at the manufacturing shop-floor level. The second aim is to discuss the conceptualization of (old) organizational problems of human-robot interaction (HRI). In this context, the article reflects on the limits of cognitive and perceptual workload for robot operators in complex working systems. This will be particularly relevant whenever more robots with different roles are to be increasingly used in the manufacturing industry. The integration of such complex socio-technical systems needs further empirical and conceptual research with regard to social aspects of the technical dimension. Future research should, therefore, also integrate economic and societal issues to understand the full dimensions of new human-robot interaction in industry today.","Moniz, AB; Krings, BJ",SOCIETIES,2016,Article,10.3390/soc6030023,63,Sociology,human-machine interaction; manufacturing industry; cognitive workload; complex working systems; organization of work; FUTURE; DESIGN,"Robots Working with Humans or Humans Working with Robots? Searching for Social Dimensions in New Human-Robot Interaction in Industry The focus of the following article is on the use of new robotic systems in the manufacturing industry with respect to the social dimension. Since intuitive human-machine interaction (HMI) in robotic systems becomes a significant objective of technical progress, new models of work organization are needed. This hypothesis will be investigated through the following two aims: The first aim is to identify relevant research questions related to the potential use of robotic systems in different systems of work organization at the manufacturing shop-floor level. The second aim is to discuss the conceptualization of (old) organizational problems of human-robot interaction (HRI). In this context, the article reflects on the limits of cognitive and perceptual workload for robot operators in complex working systems. This will be particularly relevant whenever more robots with different roles are to be increasingly used in the manufacturing industry. The integration of such complex socio-technical systems needs further empirical and conceptual research with regard to social aspects of the technical dimension. Future research should, therefore, also integrate economic and societal issues to understand the full dimensions of new human-robot interaction in industry today.",0.17207877065004643, The focus of the following article is on the use of new robotic systems in the manufacturing industry with respect to the social dimension . Future research should also integrate economic and societal issues to understand the full dimensions of new human-robot interaction in,False,,,,,
Cognitive Workload Demands Using 2D and 3D Spatial Engineering Information Formats,"Construction project performance is significantly reliant on the effective communication of the project's design to the end construction worker. Spatial design is frequently represented in two-dimensional (2D) drawings of various views. These views must be combined and decoded by the end user to effectively understand all orientations of a building element and can lead to errors. Advances in three-dimensional computer-aided design (3D CAD) and 3D printing have provided promising advancements in the presentation of spatial engineering information. This research investigates cognitive-workload demands of each information format. Cognitive workload is the amount of mental resources required to complete a task from the total available mental resources. Asking subjects to complete a reconstructing task of a simple structure using 2D drawings, a 3D CAD interface, and a 3D printed model introduces the individuals to alternative forms of information presentation. After completing the task, the subjects were surveyed on their perceptions of mental workload in six main factors using the NASA Task Load Index (TLX). Through a statistical analysis, there was no difference in mental workload between the three types of information presentation, indicating that the cognitive demands of the mediums are similar. However, there were statistically significant differences in workload factors due to demographic influences, such as occupation and CAD experience levels. In addition, mental workload affected the subject's productivity in task completion. The primary contribution to the overall body of knowledge is the investigation of mental workload as a factor in spatial understanding, and more specifically, identifying cognitive demands of individuals when presented with spatial engineering information in various formats.","Dadi, GB; Goodrum, PM; Taylor, TRB; Carswell, CM",JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,2014,Article,10.1061/(ASCE)CO.1943-7862.0000827,48,Construction & Building Technology; Engineering,Labor; Productivity; Information management; Human factors; Construction management; Personnel management; Productivity; Information management; Mental workload; Analysis of variance; Additive manufacturing; Labor and personnel issues; ,"Cognitive Workload Demands Using 2D and 3D Spatial Engineering Information Formats Construction project performance is significantly reliant on the effective communication of the project's design to the end construction worker. Spatial design is frequently represented in two-dimensional (2D) drawings of various views. These views must be combined and decoded by the end user to effectively understand all orientations of a building element and can lead to errors. Advances in three-dimensional computer-aided design (3D CAD) and 3D printing have provided promising advancements in the presentation of spatial engineering information. This research investigates cognitive-workload demands of each information format. Cognitive workload is the amount of mental resources required to complete a task from the total available mental resources. Asking subjects to complete a reconstructing task of a simple structure using 2D drawings, a 3D CAD interface, and a 3D printed model introduces the individuals to alternative forms of information presentation. After completing the task, the subjects were surveyed on their perceptions of mental workload in six main factors using the NASA Task Load Index (TLX). Through a statistical analysis, there was no difference in mental workload between the three types of information presentation, indicating that the cognitive demands of the mediums are similar. However, there were statistically significant differences in workload factors due to demographic influences, such as occupation and CAD experience levels. In addition, mental workload affected the subject's productivity in task completion. The primary contribution to the overall body of knowledge is the investigation of mental workload as a factor in spatial understanding, and more specifically, identifying cognitive demands of individuals when presented with spatial engineering information in various formats.",0.17117040240072304, Spatial design is frequently represented in two-dimensional drawings of various views . These views must be combined and decoded by the end user to effectively understand all orientations of a building element . Advances in 3D CAD and 3D,False,,,,,
Cognitive Workload Classification in Industry 5.0 Applications: Electroencephalography-Based Bi-Directional Gated Network Approach,"In the era of Industry 5.0, effectively managing cognitive workload is crucial for optimizing human performance and ensuring operational efficiency. Using an EEG-based Bi-directional Gated Network (BDGN) approach, this study tries to figure out how to classify cognitive workload in Industry 5.0 applications. The proposed approach incorporates LSTM (Long Short-Term Memory) and GRU (Gated Recurrent Unit) models in a hybrid architecture to leverage their complementary strengths. This research highlights the utilization of the developed model alongside the MQTT (Message Queuing Telemetry Transport) protocol to facilitate real-time end-to-end data transmission. The deployed AI model performs the classification of cognitive workload based on the received data. The main findings of this research reveal an impressive accuracy of 98% in cognitive workload classification, validating the efficacy of the suggested BDGN approach. This study emphasizes the significance of leveraging EEG-based approaches in Industry 5.0 applications for cognitive workload management.","Afzal, MA; Gu, ZY; Afzal, B; Bukhari, SU",ELECTRONICS,2023,Article,10.3390/electronics12194008,2,Computer Science; Engineering; Physics,cognitive workload; Industry 5.0; electroencephalogram; bi-directional gated networks; human-robot interaction; artificial intelligence; ,"Cognitive Workload Classification in Industry 5.0 Applications: Electroencephalography-Based Bi-Directional Gated Network Approach In the era of Industry 5.0, effectively managing cognitive workload is crucial for optimizing human performance and ensuring operational efficiency. Using an EEG-based Bi-directional Gated Network (BDGN) approach, this study tries to figure out how to classify cognitive workload in Industry 5.0 applications. The proposed approach incorporates LSTM (Long Short-Term Memory) and GRU (Gated Recurrent Unit) models in a hybrid architecture to leverage their complementary strengths. This research highlights the utilization of the developed model alongside the MQTT (Message Queuing Telemetry Transport) protocol to facilitate real-time end-to-end data transmission. The deployed AI model performs the classification of cognitive workload based on the received data. The main findings of this research reveal an impressive accuracy of 98% in cognitive workload classification, validating the efficacy of the suggested BDGN approach. This study emphasizes the significance of leveraging EEG-based approaches in Industry 5.0 applications for cognitive workload management.",0.17019301283479876," Using an EEG-based Bi-directional Gated Network (BDGN) approach, this study tries to figure out how to classify cognitive workload in Industry 5.0 applications . The proposed approach incorporates LSTM (Long Short-",False,,,,,
Dynamic assessment of control room operator's cognitive workload using Electroencephalography (EEG),"In modern plants with high levels of automation, acquiring an adequate mental model of the process has become a challenge for operators. Studies indicate that sub-optimal decisions occur when there is a mismatch between the demands of the process and the human's capability. This mismatch leads to high cognitive workload in human operators, often a precursor for poor performance. Recently, researchers in various safety critical domains (aviation, driving, marine, NPP, etc.) have started to explore the use of physiological measurements from humans to understand their cognitive workload and its effect. In this work, we evaluate the potential of EEG to measure cognitive workload of human operators in chemical process control room. We propose a single dry electrode EEG based methodology for identifying the similarities and mismatch between the operators' mental model of the process and the actual process behaviour during abnormal situations. Our results reveal that S-theta(omega), the power spectral density of theta (theta) waves (frequency range 4-7 Hz) in the EEG signal has the potential to identify such mismatches. Results indicate that S-theta(omega) is positively correlated with workload and hence can be used for assessing the cognitive workload of operators in process industries. (C) 2020 Elsevier Ltd. All rights reserved.","Iqbal, MU; Srinivasan, B; Srinivasan, R",COMPUTERS & CHEMICAL ENGINEERING,2020,Article,10.1016/j.compchemeng.2020.106726,24,Computer Science; Engineering,Process safety; Human error; Cognitive workload; EEG; Theta power spectral density; ABNORMAL SITUATION MANAGEMENT; PREFRONTAL CORTEX; MENTAL WORKLOAD; HUMAN ERRORS; ALPHA BAND; REAL-TIME; PERFORMANCE; THETA; ATTENTION; AWARENESS,"Dynamic assessment of control room operator's cognitive workload using Electroencephalography (EEG) In modern plants with high levels of automation, acquiring an adequate mental model of the process has become a challenge for operators. Studies indicate that sub-optimal decisions occur when there is a mismatch between the demands of the process and the human's capability. This mismatch leads to high cognitive workload in human operators, often a precursor for poor performance. Recently, researchers in various safety critical domains (aviation, driving, marine, NPP, etc.) have started to explore the use of physiological measurements from humans to understand their cognitive workload and its effect. In this work, we evaluate the potential of EEG to measure cognitive workload of human operators in chemical process control room. We propose a single dry electrode EEG based methodology for identifying the similarities and mismatch between the operators' mental model of the process and the actual process behaviour during abnormal situations. Our results reveal that S-theta(omega), the power spectral density of theta (theta) waves (frequency range 4-7 Hz) in the EEG signal has the potential to identify such mismatches. Results indicate that S-theta(omega) is positively correlated with workload and hence can be used for assessing the cognitive workload of operators in process industries. (C) 2020 Elsevier Ltd. All rights reserved.",0.16599726776444693," In modern plants with high levels of automation, acquiring an adequate mental model of the process has become a challenge for operators . Sub-optimal decisions occur when there is a mismatch between the demands of the . process and the human's capability",False,,,,,
A Multimodal Approach to Investigate the Role of Cognitive Workload and User Interfaces in Human-Robot Collaboration,"One of the primary aims of Industry 5.0 is to refine the interaction between humans, machines, and robots by developing human-centered design solutions to enhance Human-Robot Collaboration, performance, trust, and safety. This research investigated how deploying a user interface utilizing a 2-D and 3-D display affects participants' cognitive effort, task performance, trust, and situational awareness while performing a collaborative task using a robot. The study used a within-subject design where fifteen participants were subjected to three conditions: no interface, display User Interface, and mixed reality User Interface where vision assistance was provided. Participants performed a pick-and-place task with a robot in each condition under two levels of cognitive workload (i.e., high and low). The cognitive workload was measured using subjective (i.e., NASA TLX) and objective measures (i.e., heart rate variability). Additionally, task performance, situation awareness, and trust when using these interfaces were measured to understand the impact of different user interfaces during a Human-Robot Collaboration task. Findings from this study indicated that cognitive workload and user interfaces impacted task performance, where a significant decrease in efficiency and accuracy was observed while using the mixed reality interface. Additionally, irrespective of the three conditions, all participants perceived the task as more cognitively demanding during the high cognitive workload session. However, no signifcant differences across the interfaces were observed. Finally, cognitive workload impacted situational awareness and trust, where lower levels were reported in the high cognitive workload session, and the lowest levels were observed under the mixed reality user interface condition.","Kalatzis, A; Prabhu, VG; Rahman, S; Stanley, L; Wittie, M","PROCEEDINGS OF THE 25TH INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION, ICMI 2023",2023,Proceedings Paper,10.1145/3577190.3614112,0,Computer Science,Human-Robot Collaboration; user interfaces; cognitive workload; mixed reality; AUGMENTED REALITY; SITUATION AWARENESS; TRUST; PERFORMANCE; STRESS; SYSTEM; SCALE,"A Multimodal Approach to Investigate the Role of Cognitive Workload and User Interfaces in Human-Robot Collaboration One of the primary aims of Industry 5.0 is to refine the interaction between humans, machines, and robots by developing human-centered design solutions to enhance Human-Robot Collaboration, performance, trust, and safety. This research investigated how deploying a user interface utilizing a 2-D and 3-D display affects participants' cognitive effort, task performance, trust, and situational awareness while performing a collaborative task using a robot. The study used a within-subject design where fifteen participants were subjected to three conditions: no interface, display User Interface, and mixed reality User Interface where vision assistance was provided. Participants performed a pick-and-place task with a robot in each condition under two levels of cognitive workload (i.e., high and low). The cognitive workload was measured using subjective (i.e., NASA TLX) and objective measures (i.e., heart rate variability). Additionally, task performance, situation awareness, and trust when using these interfaces were measured to understand the impact of different user interfaces during a Human-Robot Collaboration task. Findings from this study indicated that cognitive workload and user interfaces impacted task performance, where a significant decrease in efficiency and accuracy was observed while using the mixed reality interface. Additionally, irrespective of the three conditions, all participants perceived the task as more cognitively demanding during the high cognitive workload session. However, no signifcant differences across the interfaces were observed. Finally, cognitive workload impacted situational awareness and trust, where lower levels were reported in the high cognitive workload session, and the lowest levels were observed under the mixed reality user interface condition.",0.16402693255510828," Industry 5.0 is to refine the interaction between humans, machines, and robots by developing human-centered design solutions . This research investigated how deploying a user interface utilizing a 2-D and 3-D display affects participants' cognitive effort",False,,,,,
On the impact of on-road partially-automated driving on drivers' cognitive workload and attention allocation,"The use of partially-automated or SAE level-2 vehicles is expected to change the role of the human driver from operator to supervisor, which may have an effect on the driver's workload and visual attention. In this study, 30 Ontario drivers operated a vehicle in manual and partially-automated mode. Cognitive workload was measured by means of the Detection Response Task, and visual attention was measured by means of coding glances on and off the forward roadway. No difference in cognitive workload was found between driving modes. However, drivers spent less time glancing at the forward roadway, and more time glancing at the vehicle's touchscreen. These data add to our knowledge of how vehicle automation affects cognitive workload and attention allocation, and show potential safety risks associated with the adoption of partially-automated driving.","Biondi, FN; Jajo, N",ACCIDENT ANALYSIS AND PREVENTION,2024,Article,10.1016/j.aap.2024.107537,0,"Engineering; Public, Environmental & Occupational Health; Social Sciences - Other Topics; Transportation",Automated driving; Cognitive workload; Attention allocation; Tesla Autopilot; Safety risk; SELF-REGULATION,"On the impact of on-road partially-automated driving on drivers' cognitive workload and attention allocation The use of partially-automated or SAE level-2 vehicles is expected to change the role of the human driver from operator to supervisor, which may have an effect on the driver's workload and visual attention. In this study, 30 Ontario drivers operated a vehicle in manual and partially-automated mode. Cognitive workload was measured by means of the Detection Response Task, and visual attention was measured by means of coding glances on and off the forward roadway. No difference in cognitive workload was found between driving modes. However, drivers spent less time glancing at the forward roadway, and more time glancing at the vehicle's touchscreen. These data add to our knowledge of how vehicle automation affects cognitive workload and attention allocation, and show potential safety risks associated with the adoption of partially-automated driving.",0.1637193484478538," The use of partially-automated or SAE level-2 vehicles is expected to change the role of the human driver from operator to supervisor, which may have an effect on the driver's workload and visual attention .",False,,,,,
Evaluation of Fatigue and Workload among Workers Conducting Complex Manual Assembly in Manufacturing,"OCCUPATIONAL APPLICATIONS We conducted a study to evaluate fatigue and workload among workers performing complex assembly tasks. We investigate several predictors of fatigue, including subjective workload estimates, sleep duration, the shift being worked, and production levels. High levels of fatigue were reported in one-third of the shifts evaluated. The main predictors of high fatigue were workload estimates, working evening shifts, and baseline fatigue. Among the six dimensions of workload, only mental demand and frustration were predictors of high fatigue. Mental demand was also rated highest. Participants reported less than seven hours of sleep in 60% of the nights evaluated. These results suggest that managers and supervisors should consider cognitive workload as a key contributing factor to fatigue in complex manual assembly. Similarly, work schedule planning should consider shift duration, start times, and end times, because of the negative influence on fatigue and the potential disruptions on sleep among workers. TECHNICAL ABSTRACT Background: General fatigue and mental workload have been studied extensively in safety-critical contexts; wherein human performance degradation can lead to catastrophic outcomes. In the manufacturing sector, the physical demands of a job have received most of the attention because of the presence of biomechanical loads and the incidence of musculoskeletal disorders. However, in complex manual assembly, cognitive and chronobiology aspects of work can contribute to fatigue and degrade worker performance. Purpose: We aimed to evaluate self-reported levels of fatigue and workload among a group of workers performing complex assembly tasks. We also sought to investigate several predictors of fatigue, including workload estimates, sleep duration, the shift being worked, and production levels. Methods: Fourteen assembly line workers participated in a two-week study. They evaluated their levels of fatigue at the beginning and end of each shift using the Samn-Perelli Fatigue Scale. They also evaluated their workload according to the NASA-TLX scale at the end of each shift. Results: High levels of fatigue (fatigue score >= 5) were reported in approximately one-third of 114 work shifts evaluated. Binary logistic regression indicated that fatigue scores at the beginning of the shift, NASA-TLX scores, and working evening shifts were significant predictors of high levels of fatigue. Among the six dimensions measured by NASA-TLX, only mental demand and frustration were predictors of high fatigue. Mental demand was also rated highest by the workers. Participants reported less than seven hours of sleep in 60% of the nights evaluated. Conclusions: These results suggest that cognitive load can contribute to fatigue in complex manual assembly work. Circadian and homeostatic processes related to shift duration, start times, and end times are also potential contributing factors. Similarly, existing work schedules may be contributing to sleep disruptions among workers.","Torres, Y; Nadeau, S; Landau, K",IISE TRANSACTIONS ON OCCUPATIONAL ERGONOMICS & HUMAN FACTORS,2021,Article,10.1080/24725838.2021.1997835,8,Engineering,Production demand; shift work; sleep; mental demand; subjective metrics; NASA-TLX; HUMAN-PERFORMANCE; MENTAL WORKLOAD; SLEEP; QUALITY; ERGONOMICS; TASK; INSTRUCTIONS; PRINCIPLES; HEALTH,"Evaluation of Fatigue and Workload among Workers Conducting Complex Manual Assembly in Manufacturing OCCUPATIONAL APPLICATIONS We conducted a study to evaluate fatigue and workload among workers performing complex assembly tasks. We investigate several predictors of fatigue, including subjective workload estimates, sleep duration, the shift being worked, and production levels. High levels of fatigue were reported in one-third of the shifts evaluated. The main predictors of high fatigue were workload estimates, working evening shifts, and baseline fatigue. Among the six dimensions of workload, only mental demand and frustration were predictors of high fatigue. Mental demand was also rated highest. Participants reported less than seven hours of sleep in 60% of the nights evaluated. These results suggest that managers and supervisors should consider cognitive workload as a key contributing factor to fatigue in complex manual assembly. Similarly, work schedule planning should consider shift duration, start times, and end times, because of the negative influence on fatigue and the potential disruptions on sleep among workers. TECHNICAL ABSTRACT Background: General fatigue and mental workload have been studied extensively in safety-critical contexts; wherein human performance degradation can lead to catastrophic outcomes. In the manufacturing sector, the physical demands of a job have received most of the attention because of the presence of biomechanical loads and the incidence of musculoskeletal disorders. However, in complex manual assembly, cognitive and chronobiology aspects of work can contribute to fatigue and degrade worker performance. Purpose: We aimed to evaluate self-reported levels of fatigue and workload among a group of workers performing complex assembly tasks. We also sought to investigate several predictors of fatigue, including workload estimates, sleep duration, the shift being worked, and production levels. Methods: Fourteen assembly line workers participated in a two-week study. They evaluated their levels of fatigue at the beginning and end of each shift using the Samn-Perelli Fatigue Scale. They also evaluated their workload according to the NASA-TLX scale at the end of each shift. Results: High levels of fatigue (fatigue score >= 5) were reported in approximately one-third of 114 work shifts evaluated. Binary logistic regression indicated that fatigue scores at the beginning of the shift, NASA-TLX scores, and working evening shifts were significant predictors of high levels of fatigue. Among the six dimensions measured by NASA-TLX, only mental demand and frustration were predictors of high fatigue. Mental demand was also rated highest by the workers. Participants reported less than seven hours of sleep in 60% of the nights evaluated. Conclusions: These results suggest that cognitive load can contribute to fatigue in complex manual assembly work. Circadian and homeostatic processes related to shift duration, start times, and end times are also potential contributing factors. Similarly, existing work schedules may be contributing to sleep disruptions among workers.",0.1637176115647359," We conducted a study to evaluate fatigue and workload among workers performing complex assembly tasks . High levels of fatigue were reported in one-third of the shifts evaluated . The main predictors of high fatigue were workload estimates, working evening shifts, and",False,,,,,
Mental Workload Assessment for UAV Traffic Control Using Consumer-Grade BCI Equipment,"The increasing popularity of unmanned aerial vehicles (UAVs) in critical applications makes supervisory systems based on the presence of human in the control loop of crucial importance. In UAV-traffic monitoring scenarios, where human operators are responsible for managing drones, systems flexibly supporting different levels of autonomy are needed to assist them when critical conditions occur. The assessment of UAV controllers' performance thus their mental workload may be used to discriminate the level and type of automation required. The aim of this paper is to build a mental-workload prediction model based on UAV operators' cognitive demand to support the design of an adjustable autonomy supervisory system. A classification and validation procedure was performed to both categorize the cognitive workload measured by ElectroEncephaloGram signals and evaluate the obtained patterns from the point of view of accuracy. Then, a user study was carried out to identify critical workload conditions by evaluating operators' performance in accomplishing the assigned tasks. Results obtained in this study provided precious indications for guiding next developments in the field.","Bazzano, F; Montuschi, P; Lamberti, F; Paravati, G; Casola, S; Ceròn, G; Londoño, J; Tanese, F","INTELLIGENT HUMAN COMPUTER INTERACTION, IHCI 2017",2017,Proceedings Paper,10.1007/978-3-319-72038-8_6,4,Computer Science; Engineering,Adjustable autonomy; Mental workload; Supervisory control; Learning model; TASK,"Mental Workload Assessment for UAV Traffic Control Using Consumer-Grade BCI Equipment The increasing popularity of unmanned aerial vehicles (UAVs) in critical applications makes supervisory systems based on the presence of human in the control loop of crucial importance. In UAV-traffic monitoring scenarios, where human operators are responsible for managing drones, systems flexibly supporting different levels of autonomy are needed to assist them when critical conditions occur. The assessment of UAV controllers' performance thus their mental workload may be used to discriminate the level and type of automation required. The aim of this paper is to build a mental-workload prediction model based on UAV operators' cognitive demand to support the design of an adjustable autonomy supervisory system. A classification and validation procedure was performed to both categorize the cognitive workload measured by ElectroEncephaloGram signals and evaluate the obtained patterns from the point of view of accuracy. Then, a user study was carried out to identify critical workload conditions by evaluating operators' performance in accomplishing the assigned tasks. Results obtained in this study provided precious indications for guiding next developments in the field.",0.16089925823467724, The aim of this paper is to build a mental-workload prediction model based on UAV operators' cognitive demand . A classification and validation procedure was performed to both categorize the cognitive workload measured by ElectroEncephaloGram,False,,,,,
