,type_of_reference,primary_title,authors,journal_name,volume,number,start_page,end_page,year,date,secondary_title,issn,doi,urls,keywords,abstract
209,JOUR,The Digital Age: Exploring the Intersection of AI/CI and Human Cognition and Social Interactions,"['Usmani, Usman Ahmad', 'Happonen, Ari', 'Watada, Junzo']",Procedia Computer Science,239,,1044,1052,2024,2024/01/01/,CENTERIS – International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies 2023,1877-0509,https://doi.org/10.1016/j.procs.2024.06.268,['https://www.sciencedirect.com/science/article/pii/S1877050924015114'],"['Artificial intelligence', 'Computational intelligence', 'Digitalization', 'Digital transformation', 'Human cognition', 'Social interaction', 'Industry 4.0', 'Digital capability', 'Social transformation', 'Human computer interaction']","Although solutions based on artificial and computational intelligence have made life easier, the fast development of technology also raises questions about near future and log term human cognition and social interaction. Through a survey of the literature and qualitative analysis, our work examined current research on how the AI/CI affects human cognitive functions and social interactions. We discuss how AI and CI are influencing e.g. how we humans gather information, build relationships, and communicate with others, with and without the new frontline technologies. Additionally, proposals for future advances are discussed along with the ethical and societal ramifications these technologies have, could and might bring into our lives. We think that by developing a deeper knowledge of how AI/CI affects human cognition and social interaction, new contributions are made to a positive conversation and encourage a responsible approach to incorporating new technologies into our daily lives."
210,JOUR,Skill sets and wage premium: A network analysis based on Chinese agriculture online job offers,"['Duan, Min', 'Hou, Yali', 'Zhang, Binzhe', 'Chen, Chi', 'Sun, Yufan', 'Luo, Yingzi', 'Tan, Tao']",Technological Forecasting and Social Change,201,,123260,,2024,2024/04/01/,,0040-1625,https://doi.org/10.1016/j.techfore.2024.123260,['https://www.sciencedirect.com/science/article/pii/S0040162524000568'],"['Skill sets', 'Wage premium', 'Network analysis', 'Text mining', 'Agriculture online job offers']","Technology and globalization have significantly impacted the labor market, leading to employment polarization and economic inequality. Yet, our comprehension of how workplace skills shape these processes remains limited, and empirical evidence that considers regional and industry disparities is scarce. Analyzing Chinese agricultural job vacancy data enables us to discern precise labor market characteristics, facilitating inferences about employment trends and future skill training needs. Employing text mining and network science, we create a skill network, classifying skills into categories based on their interconnections. Our analysis reveals a certain degree of skill polarization in China's agricultural labor force. Skill combinations elucidate diverse labor market dynamics, with digital and soft skills being highly sought after by agricultural employers due to their complementarity with cognitive skills, enhancing workers' competitiveness. Furthermore, we link two skill diversity metrics from the skill network to labor market outcomes, specifically wages, discovering that wage disparities are prominent in single-skill positions, while roles requiring a range of skills command higher wages compared to specialized positions. In summary, our research provides fresh insights into labor market trends, human capital complexity, and the economic inequalities stemming from agricultural digitization and automation, especially in rural areas."
211,JOUR,Integrating human cognition in cyber-physical systems: A multidimensional fuzzy pattern model with application to thermal spraying,"['Bocklisch, Franziska', 'Paczkowski, Gerd', 'Zimmermann, Stephan', 'Lampke, Thomas']",Journal of Manufacturing Systems,63,,162,176,2022,2022/04/01/,,0278-6125,https://doi.org/10.1016/j.jmsy.2022.03.005,['https://www.sciencedirect.com/science/article/pii/S0278612522000425'],"['Human-cyber-physical systems', 'Human-machine teaming', 'Artificial intelligence', 'Fuzzy pattern classification', 'Thermal spraying']","The development of next-generation, intelligent manufacturing relies on the realization of human-cyber-physical systems. This key area of transdisciplinary research seeks to interrogate ways of supporting and integrating human cognition and expertise in complex cyber-physical systems, using modelling methods from artificial intelligence. This paper uses the exemplar of wear classification in thermal spraying to outline how relevant cognitive processes can be elicited and combined with technical variables in a singular, efficient and cognitively plausible modelling framework. To this end, eye tracking and high-resolution voltage measurements were performed in a pilot study, and a representative data set was generated for small data problems. Two multidimensional fuzzy pattern classification models were derived. Results show that both human and technical models are significant and complement one another. While the models still require optimizing, they clearly show that the integrative approach is practicable and fruitful. Our findings call for further transdisciplinary research of the development of cognitive assistance as well as predictive maintenance and quality assurance."
212,JOUR,Enhancing the Dgree of Autonomy on a ‘Tier 1’ Unmanned Aerial Vehicle Using a Visual Landing Framework,"['Tweedale, Jeffrey W.', 'Gonano, Dion']",Procedia Computer Science,35,,1033,1042,2014,2014/01/01/,"Knowledge-Based and Intelligent Information & Engineering Systems 18th Annual Conference, KES-2014 Gdynia, Poland, September 2014 Proceedings",1877-0509,https://doi.org/10.1016/j.procs.2014.08.190,['https://www.sciencedirect.com/science/article/pii/S1877050914011557'],"['Agents', 'Artificial Intelligence', 'Automation', 'Autonomy', 'Autonomous Systems', 'Computational Intelligence', 'M2 M', 'Machine Intelligence', 'Machine Vision', 'Multi-Agent Systems', 'SIFT.']","Humans continue to use tools to manually transform raw resources into valued outputs. The type of tool, amount of effort and form of energy required vary depending on the output; however they now enable industry to manufacture goods (with excellent quality and extremely high volume). Industry continues to invest heavily in machines so that people can operate productively. Similarly, researchers continue to pursue automation to increase the Degree of Autonomy (DOA) using Advanced Information Processing (AIP) techniques. Artificial Intelligence (AI), Computational Intelligence (CI) and Machine Intelligence (MI) now facilitate automation for numerous achievements. The proposed Visual Landing Framework (VLF) design uses a Multi-Agent System (MAS) to facilitate the development of components, that interoperate, via embedded business logic, to deliver the coordination and cooperation techniques required to automate a higher-level cognitive processing problem. As technology incorporates this ever increasing Level of Automation (LOA), humans remain in charge and are retained to make higher-order decisions. Unlike humans, heuristic and declarative logic systems suffers under these conditions and to need to adapt or make human-like decision to succeed. This paper discusses one possible avenue of enhancing the DOA on a ‘Tier 1’ Unmanned Aerial Vehicle (UAV) by reducing the need for the human to concentrate on a difficult cognitive task. The Machine to Machine (M2M) autonomy component uses an on-board camera, the Open Source Computer Vision Library (OpenCV) and Scale-Invariant Feature Transform (SIFT) algorithms to translate a fixed ground reference into positional commands. With this increased LOA the platform should be able to generate greater independence and enable more autonomous behaviour within unmanned control systems."
213,JOUR,A human-in-the-loop manufacturing control architecture for the next generation of production systems,"['Cimini, Chiara', 'Pirola, Fabiana', 'Pinto, Roberto', 'Cavalieri, Sergio']",Journal of Manufacturing Systems,54,,258,271,2020,2020/01/01/,,0278-6125,https://doi.org/10.1016/j.jmsy.2020.01.002,['https://www.sciencedirect.com/science/article/pii/S0278612520300029'],"['Industry 4.0', 'Human-in-the-loop', 'Cyber-physical production systems', 'Manufacturing control architecture']","In recent years, the introduction of Industry 4.0 technologies in the manufacturing landscape promoted the development of smart factories characterised by relevant socio-technical interactions between humans and machines. In this context, understanding and modelling the role of humans turns out to be crucial to develop efficient manufacturing systems of the future. Grounding on previous researches in the field of Human-in-the-Loop and Human Cyber-Physical Systems, the paper aims at contributing to a deep reflection about human-machine interaction in the wider perspective of Social Human-in-the-Loop Cyber-Physical Production Systems, in which more agents collaborate and are socially connected. After presenting an evolution of manufacturing control organisations, an architecture to depict social interactions in smart factories is proposed. The proposed architecture contributes to the representation of different human roles in the smart factory and the exploration of both hierarchical and heterarchical data-driven decision-making processes in manufacturing."
214,JOUR,Understanding the meaning of human perception and cognitive biases for production planning and control,"['Bendul, Julia']",IFAC-PapersOnLine,52,13,2201,2206,2019,2019/01/01/,"9th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2019",2405-8963,https://doi.org/10.1016/j.ifacol.2019.11.532,['https://www.sciencedirect.com/science/article/pii/S2405896319315162'],"['production planning', 'control', 'behavioral research', 'cognitive biases', 'human factor', 'decision making']","The unawareness of production planners about the interaction of key performance indicators (KPIs) in manufacturing systems and misinterpretations of system states often leads to problems when they try to improve them. Exemplary, the lead time syndrome (LTS) represents one of these counterproductive actions. While planners aim to improve due date reliability by planned lead time adjustments, the result is often an aggravation of due date reliability. The underlying reason is that human perception and decision-making process can be biased. Despite its potential to improve the logistic performance, the meaning and the effects of cognitive biases on the decision-making processes in production planning and control were out of scope of recent investigations in the field of production logistics. The aim of this research is to create a starting point to close this research gap by the development of a heuristic framework identifying relevant decision making situations, the potentially active cognitive biases and the potential impact on logistics performance; for this, we combine the research streams of production planning and control (PPC), behavioral supply chain management and psychology."
215,JOUR,Multi-class classification of construction hazards via cognitive states assessment using wearable EEG,"['Jeon, JungHo', 'Cai, Hubo']",Advanced Engineering Informatics,53,,101646,,2022,2022/08/01/,,1474-0346,https://doi.org/10.1016/j.aei.2022.101646,['https://www.sciencedirect.com/science/article/pii/S1474034622001100'],"['Construction safety', 'Hazard classification', 'Electroencephalogram (EEG)', 'Wearable EEG', 'Virtual reality (VR)', 'EEG classifier']","Improving workers’ safety and health is one of the most critical issues in the construction industry. Research attempts have been made to better identify construction hazards on a jobsite by analyzing workers’ physical responses (e.g., stride and balance) or physiological responses (e.g., brain waves and heart rate) collected from the wearable devices. Among them, electroencephalogram (EEG) holds unique potential since it reveals abnormal patterns immediately when a hazard is perceived and recognized. Unfortunately, the unproven capacity of EEG signals for multi-hazard classification is a primary barrier towards ubiquitous hazard identification in real-time on jobsites. This study correlates EEG signal patterns with construction hazard types and develops an EEG classifier based on the experiments conducted in an immersive virtual reality (VR) environment. Hazards of different types (e.g., fall and slip/trip) were simulated in a VR environment. EEG signals were collected from subjects who wore both wearable EEG and VR devices during the experimentation. Two types of EEG features (time-domain/frequency-domain features and cognitive features) were extracted for training and testing. A total of eighteen advanced machine learning algorithms were used to develop the EEG classifier. The initial results showed that the LightGBM classifier achieved 70.1% accuracy based on the cognitive feature set for the 7-class classification. To improve the performance, the input data was relabeled, and three strategies were designed and tested. As a result, the combined approach (two-step ensemble classification) achieved 82.3% accuracy. As such, this study not only demonstrates the feasibility of coupling wearable EEG, VR, and machine learning to differentiate jobsite hazards but also provides strategies to improve multi-class classification performance. The research results support ubiquitous hazard identification and thereby contribute to the safety of the construction workplace."
216,JOUR,Neurodiversity of the workforce and digital transformation: The case of inclusion of autistic workers at the workplace,"['Walkowiak, Emmanuelle']",Technological Forecasting and Social Change,168,,120739,,2021,2021/07/01/,,0040-1625,https://doi.org/10.1016/j.techfore.2021.120739,['https://www.sciencedirect.com/science/article/pii/S0040162521001712'],"['Neurodiversity', 'Inclusion', 'Digital transformation', 'Work organisation', 'Skills', 'Technological change', 'Autism']","This paper analyses the productive complementarities between the digital transformation, the skills of autistic workers and neurodiversity management. Based on a qualitative approach and interviews with leaders or experts of neurodiversity initiatives, we provide a theoretical framework to analyse the links between the neurodiversity of the workforce and digital transformation at the individual, organisational and industry levels. We identify several ways by which the digital transformation may provide a context favourable to autistic workers. This includes creating new opportunities, valuing their performative abilities, cognitive differences and creativity, removing stereotypes and biases during the recruitment and improving the management of psycho-social risks. Neurodiversity management also contributes to the digital transformation by closing the digital skills shortage, shaping algorithms of artificial intelligence and providing a competitive advantage for innovation. Most importantly, neurodiversity management provides an effective model of inclusion that can mitigate the development of inequalities associated with the digital transformation."
217,JOUR,System of Robot Learning from Multi-Modal Demonstration and Natural Language Instruction,"['Lu, Shuang', 'Berger, Julia', 'Schilp, Johannes']",Procedia CIRP,107,,914,919,2022,2022/01/01/,Leading manufacturing systems transformation – Proceedings of the 55th CIRP Conference on Manufacturing Systems 2022,2212-8271,https://doi.org/10.1016/j.procir.2022.05.084,['https://www.sciencedirect.com/science/article/pii/S2212827122003687'],"['Human robot collaboration', 'Cognitive robotics', 'Sensor']","Collaborative robots are set to play an important role in the future of the manufacturing industry. They need to be able to work outside of the fencing and perform new tasks to individual customer specifications. The necessity of frequent robot re-programming is a great challenge for small and medium sized companies alike. Learning from demonstration is a promising approach that aims to enable robots to acquire from their end users new task knowledge consisting of a sequence of actions, the associated skills, and the context in which the task is executed. Current systems have limited support for integrating semantics and environmental changes. This paper introduces a system combining several modalities as demonstration interfaces, including natural language instruction, visual observation and hand-guiding, which enables the robot to learn a task comprising a goal concept, a plan and basic actions, with consideration for the current environment state. The task thus learned can then be generalized to similar tasks involving different initial and goal states."
218,JOUR,Trends in the knowledge area of organizations in Industry 5.0: perspectives and theoretical references,"['Molina, Reynier Israel Ramírez', 'Amaris, Ricardo Romario Antequera', 'Raby, Nelson David Lay', 'Severino-González, Pedro']",Procedia Computer Science,231,,571,576,2024,2024/01/01/,14th International Conference on Emerging Ubiquitous Systems and Pervasive Networks / 13th International Conference on Current and Future Trends of Information and Communication Technologies in Healthcare (EUSPN/ICTH 2023),1877-0509,https://doi.org/10.1016/j.procs.2023.12.252,['https://www.sciencedirect.com/science/article/pii/S1877050923022640'],"['organizations knowledge area trends', 'organizations trends', 'organizations knowledge area', 'organizations perspective', 'Industry 5.0']","The field of organizational studies has undergone significant transformations in the 21st century, initially focused on business structure and management to maximize effectiveness and performance. Currently there is talk of Industry 5.0, which seeks to integrate technologies such as the collective network of connected devices, cognitive computing, nanotechnology, robotization, artificial intelligence and digitization of human processes. This research seeks to analyze the trends in knowledge of organizations, through a post-positivist approach based on empirical observation and experimentation to assess the study variable, select contemporary scientific literature, and review legal foundations, using databases of high impact and scientific rigor. The results are oriented by the strategic management of knowledge and intellectual assets, innovation and creativity, technology, and information. It is concluded that these are influenced by the requirements of the environment with a sustainable and sustainable approach, it is imperative to adapt to these trends to maintain a holistic perspective to ensure the permanence in time of organizations in the face of dynamic market changes."
219,JOUR,Empirical Analysis of Software Success Rate Forecasting During Requirement Engineering Processes,"['Hasnain, Muhammad', 'Ghani, Imran', 'Jeong, Seung Ryul', 'Pasha, Muhammad Fermi', 'Usman, Sardar', 'Abbas, Anjum']","Computers, Materials and Continua",74,1,783,799,2022,2022/08/16/,,1546-2218,https://doi.org/10.32604/cmc.2023.030162,['https://www.sciencedirect.com/science/article/pii/S1546221822001382'],"['Cognitive bias', 'misinterpretation of requirements', 'miscommunication', 'software success and failure prediction', 'decision making']","Forecasting on success or failure of software has become an interesting and, in fact, an essential task in the software development industry. In order to explore the latest data on successes and failures, this research focused on certain questions such as is early phase of the software development life cycle better than later phases in predicting software success and avoiding high rework? What human factors contribute to success or failure of a software? What software practices are used by the industry practitioners to achieve high quality of software in their day-to-day work? In order to conduct this empirical analysis a total of 104 practitioners were recruited to determine how human factors, misinterpretation, and miscommunication of requirements and decision-making processes play their roles in software success forecasting. We discussed a potential relationship between forecasting of software success or failure and the development processes. We noticed that experienced participants had more confidence in their practices and responded to the questionnaire in this empirical study, and they were more likely to rate software success forecasting linking to the development processes. Our analysis also shows that cognitive bias is the central human factor that negatively affects forecasting of software success rate. The results of this empirical study also validated that requirements’ misinterpretation and miscommunication were the main causes behind software systems’ failure. It has been seen that reliable, relevant, and trustworthy sources of information help in decision-making to predict software systems’ success in the software industry. This empirical study highlights a need for other software practitioners to avoid such bias while working on software projects. Future investigation can be performed to identify the other human factors that may impact software systems’ success."
220,JOUR,Cognitive work analysis to comprehend operations and organizations in the mining industry,"['Demir, Serenay', 'Abou-Jaoude, Elie', 'Kumral, Mustafa']",International Journal of Mining Science and Technology,27,4,605,609,2017,2017/07/01/,Special Issue on Advances in Mine Safety Science and Engineering,2095-2686,https://doi.org/10.1016/j.ijmst.2017.05.008,['https://www.sciencedirect.com/science/article/pii/S2095268617303464'],"['Cognitive work analysis', 'Mining operations', 'Cognitive awareness', 'Work domain', 'Human behavior', 'Safety']","Complex industrial systems, including mining, have a prominent challenge in understanding the interrelationship among the cognitive processes, working environment and available equipment. The concept of cognitive work analysis (CWA) transcends the traditional analytic methods of evaluating human tasks solely based on perceptual and physical traits, and rather implements the notions of behavioral and cognitive awareness indispensable for the intricacy of modern technology. In the last few decades, academic and industrial settings employ this type of analysis to set a suitable standard for a system’s safety feasibility, and as a result reduce human-based errors. This research paper analyzes current CWA methods and proposes a five-level quantification model portraying the overall cognitive quality of a mining operation."
221,JOUR,Human-centricity in the design of production planning and control systems: A first approach towards Industry 5.0,"['Rannertshauser, Patrick', 'Kessler, Melanie', 'Arlinghaus, Julia C.']",IFAC-PapersOnLine,55,10,2641,2646,2022,2022/01/01/,"10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022",2405-8963,https://doi.org/10.1016/j.ifacol.2022.10.108,['https://www.sciencedirect.com/science/article/pii/S2405896322021176'],"['human-centric', 'user-centric', 'industry 5.0', 'evaluation', 'user experience', 'Cognitive Biases', 'PPC']","Planners are supported in the fulfilment of their tasks by so-called PPC systems. Among other things, planners are dissatisfied with the way PPC systems present information and results. As a result, there is a risk that the number of errors due to misinterpretations will increase. These are primarily caused by Cognitive Biases. Even increasing automation will not change this, since according to experts, humans will remain central, especially in decision-making. The European Union points out that Industry 4.0 focuses more on technical feasibility and implementation and less on human needs. In response, it proposes the human-centered approach of Industry 5.0. Here, the human being should move to the center of the process. In this regard, there is still little research activity in the field of PPC and in the context of Cognitive Biases. Therefore, we want to take a first step towards the human-centered approach with this work. To this end, we conduct a systematic literature review and develop a questionnaire to determine the human-centered maturity level. The results will then be compared with already researched Cognitive Biases."
222,JOUR,"Bringing Humans at the Epicenter of Artificial Intelligence: A Confluence of AI, HCI and Human Centered Computing","['Vishwarupe, Varad', 'Maheshwari, Shrey', 'Deshmukh, Aseem', 'Mhaisalkar, Shweta', 'Joshi, Prachi M.', 'Mathias, Nicole']",Procedia Computer Science,204,,914,921,2022,2022/01/01/,International Conference on Industry Sciences and Computer Science Innovation,1877-0509,https://doi.org/10.1016/j.procs.2022.08.111,['https://www.sciencedirect.com/science/article/pii/S1877050922008493'],"['Human Centered Computing', 'Human Inspired AI', 'Human Computer Interaction', 'Machine Learning', 'Artificial Intelligecne', 'I4.0', 'HCI']","Artificial Intelligence (AI) and Human Computer Interaction (HCI) often intersect under the purview of different technologies in a plethora of application areas, wherein it becomes pivotal to identify and interpret the exact roles of both the disciplines. Stakeholders involved in the fusion of AI and HCI range from engineers, scientists, philosophers and technologists to psychologists, cognitive scientists, graphic designers and researchers across a wide spectrum of realms. While it is important to develop intelligent interactive systems owing to the ubiquitous and pervasive nature of data ushering in the next era of AI, it is all the more important to develop these systems in-tandem with the aforementioned stakeholders, and in a way that users exercise appropriate control over the AI that is been developed. Human-in-the-loop systems and operator assistive technologies, especially in the context of Industry 4.0 are examples of a fabulous fusion of AI-HCI, wherein the technology that is being used works by keeping the humans in the loop, thereby paving the way for a robust, transparent, ethical, intelligent and interactive mechanism for the co-existence of AI and HCI systems. In this paper, we aim to bank upon the state-of-the-art literature that has been written previously in this regard and derive though provoking research questions. We also put forth challenges, case studies, application areas and come up with solutions, along with few recommendations that can be viably used in developing frameworks and mechanisms for the synergic co-existence of these two challenging, yet interesting fields of AI and HCI."
223,JOUR,A proposal of an assembly workstation for car panel fitting aided by an augmented reality device,"['Mura, Michela Dalle', 'Dini, Gino']",Procedia CIRP,103,,225,230,2021,2021/01/01/,"9th CIRP Global Web Conference – Sustainable, resilient, and agile manufacturing and service operations : Lessons from COVID-19",2212-8271,https://doi.org/10.1016/j.procir.2021.10.036,['https://www.sciencedirect.com/science/article/pii/S2212827121008775'],"['Assembly', 'Augmented Reality', 'Car Body Fitting', 'Collaborative robots', 'Automotive sector']","In the automotive sector, panel fitting operations represent a delicate phase of the assembly process, during which car bodywork components are manually aligned attempting to comply with spacing tolerances. Digital technologies currently promoted by the Industry 4.0 approach, such as collaborative robots and augmented reality (AR), could assist workers for reducing execution times of this “trial and error” procedure. On the one hand, human-robot collaboration (HRC) can enhance assembly process efficiency, by combining human dexterity and cognitive capabilities with robot repetitiveness and support in heavy load handling; on the other, AR can provide interactive instructions to guide workers during the process. In this regard, the present paper is focused on the development of a novel assembly workstation using HRC and AR to support workers during car panel fitting operations. The system is based on the implementation of an algorithm able to convert the values on panel spacing, which are measured by laser gauge positioned on the collaborative robot, in the instructions for the worker to correctly carry out the panel fitting operation. The paper finally presents the application of the system to a real assembly example."
224,JOUR,On an evolutionary information system for personalized support to plant operators,"['Nikolakis, Nikolaos', 'Stathakis, Ioannis', 'Makris, Sotirios']",Procedia CIRP,81,,547,551,2019,2019/01/01/,"52nd CIRP Conference on Manufacturing Systems (CMS), Ljubljana, Slovenia, June 12-14, 2019",2212-8271,https://doi.org/10.1016/j.procir.2019.03.153,['https://www.sciencedirect.com/science/article/pii/S2212827119304585'],"['Cyber-physical system', 'Artificial intelligence', 'Information support system']","Technological advances are gradually transforming industrial plants into cognitive cyber-physical systems. Such systems include heterogeneous assets which need to be adapted and supported throughout this transformation. However, operator support systems are still dependent on fixed guidance and paper-based instructions describing a standard procedure. This paper presents an evolutionary approach for evaluating operators’ feedback towards enriching and personalizing the instructions content on how to execute a certain activity. The feedback is provided through a web application and analyzed by artificial intelligence techniques. The proposed information support system has been applied on a case study about the maintenance of an industrial robot."
225,JOUR,Robotics and labour in agriculture. A context consideration,"['Marinoudi, Vasso', 'Sørensen, Claus G.', 'Pearson, Simon', 'Bochtis, Dionysis']",Biosystems Engineering,184,,111,121,2019,2019/08/01/,,1537-5110,https://doi.org/10.1016/j.biosystemseng.2019.06.013,['https://www.sciencedirect.com/science/article/pii/S1537511019303617'],"['labour-machine substitution', 'labour-machine complementarity', 'workforce in agriculture']","Over the last century, agriculture transformed from a labour-intensive industry towards mechanisation and power-intensive production systems, while over the last 15 years agricultural industry has started to digitise. Through this transformation there was a continuous labour outflow from agriculture, mainly from standardized tasks within production process. Robots and artificial intelligence can now be used to conduct non-standardised tasks (e.g. fruit picking, selective weeding, crop sensing) previously reserved for human workers and at economically feasible costs. As a consequence, automation is no longer restricted to standardized tasks within agricultural production (e.g. ploughing, combine harvesting). In addition, many job roles in agriculture may be augmented but not replaced by robots. Robots in many instances will work collaboratively with humans. This new robotic ecosystem creates complex ethical, legislative and social impacts. A key question, we consider here, is what are the short and mid-term effects of robotised agriculture on sector jobs and employment? The presented work outlines the conditions, constraints, and inherent relationships between labour input and technology input in bio-production, as well as, provides the procedural framework and research design to be followed in order to evaluate the effect of adoption automation and robotics in agriculture."
226,JOUR,A method for systematically developing the knowledge base of reactor operators in nuclear power plants to support cognitive modeling of operator performance,"['Zhao, Yunfei', 'Smidts, Carol']",Reliability Engineering & System Safety,186,,64,77,2019,2019/06/01/,,0951-8320,https://doi.org/10.1016/j.ress.2019.02.014,['https://www.sciencedirect.com/science/article/pii/S0951832018307373'],"['Knowledge base development', 'Cognitive modeling', 'Human reliability analysis', 'Nuclear power plant', 'Severe accident']","Methods based on cognitive modeling have attracted increasing attention in the human reliability analysis community. In such methods, the operator knowledge base plays a central role. This paper proposes a method for systematically developing the knowledge base of nuclear power plant operators. The method starts with a systematic literature review of a predefined topic. Then, the many collected publications are reduced to summaries. Relevant knowledge is then extracted from the summaries using an improved qualitative content analysis method to generate a large number of pieces of knowledge. Lastly, the pieces of knowledge are integrated in a systematic way to generate a knowledge graph consisting of nodes and links. As a case study, the proposed method is applied to develop the knowledge base of reactor operators pertaining to severe accidents in nuclear power plants. The results show that the proposed method exhibits advantages over conventional methods, including reduced reliance on expert knowledge and improved traceability of the process. Generalization of the proposed method to other sources of materials and application of the knowledge base are also discussed. Although this paper is focused on nuclear applications, the proposed method may be extended to other industrial sectors with little additional effort."
227,JOUR,Teaching Assembly by Demonstration Using Advanced Human Robot Interaction and a Knowledge Integration Framework,"['Haage, Mathias', 'Piperagkas, Grigoris', 'Papadopoulos, Christos', 'Mariolis, Ioannis', 'Malec, Jacek', 'Bekiroglu, Yasemin', 'Hedelind, Mikael', 'Tzovaras, Dimitrios']",Procedia Manufacturing,11,,164,173,2017,2017/01/01/,"27th International Conference on Flexible Automation and Intelligent Manufacturing, FAIM2017, 27-30 June 2017, Modena, Italy",2351-9789,https://doi.org/10.1016/j.promfg.2017.07.221,['https://www.sciencedirect.com/science/article/pii/S2351978917304298'],"['Robotic Assembly', 'Teaching by Demonstration', 'Sequential Function Charts', 'Knowledge Integration']","Conventional industrial robots are heavily dependent on hard automation that requires pre-specified fixtures and time-consuming (re)programming performed by experienced operators. In this work, teaching by human-only demonstration is used for reducing required time and expertise to setup a robotized assembly station. This is achieved by the proposed framework enhancing the robotic system with advanced perception and cognitive abilities, accessed through a user-friendly Human Robot Interaction interface. The approach is evaluated on a small parts’ assembly use case deployed onto a collaborative industrial robot testbed. Experiments indicate that the proposed approach allows inexperienced users to efficiently teach robots new assembly tasks."
228,JOUR,Modeling effective cybersecurity training frameworks: A delphi method-based study,"['Chowdhury, Nabin', 'Katsikas, Sokratis', 'Gkioulos, Vasileios']",Computers & Security,113,,102551,,2022,2022/02/01/,,0167-4048,https://doi.org/10.1016/j.cose.2021.102551,['https://www.sciencedirect.com/science/article/pii/S0167404821003758'],"['Cyber-security', 'Training framework', 'Delphi method', 'Learning theory', 'Personalizedp learning']","Today, cybersecurity training is commonplace in both large companies and Small & Medium Enterprise (SME). Nonetheless, the effectiveness of many of the current training offerings is put into question by reports of increasing successful cyber-attacks. While a number of models for developing Cybersecurity (CS) training frameworks for industrial personnel or general audience have been proposed, these models often lack consideration for humans aspects of learning (cognitive abilities, learning styles, meta-cognition among others) during development. Additionally, the success of a CS training program highly depends on its ability to engage participants. To develop a CS training framework that is able to motivate participants, we must consider individual-specific factors that can affect the result of training, besides establishing optimal training delivery methods and assessment. For this, in this work we propose a CS training framework based on a revised version of the ADDIE model and more recent research personalised learning theory. The Delphi method was used to both develop and validate our decisions during the development of the training framework model. The results of the decision of the Delphi method have later been compared to recommendations in the literature to create the finalised framework. This work presents two major distinctions from other CS training frameworks models described in the literature. First, the developed model is strongly based in learning theory foundations and takes into consideration differences in learning styles, cognitive abilities and metacognition of individuals, to offer tailored solutions optimized for each group of employees and single individual. Second, the use of the Delphi method and the involvement of experts stakeholders from various sides of academia and industry gave a wide insight into current needs and recommendations for CS training, as well as formal validation for the final development."
229,JOUR,Ironies of Automation 4.0,"['Hancke, Tania']",IFAC-PapersOnLine,53,2,17463,17468,2020,2020/01/01/,21st IFAC World Congress,2405-8963,https://doi.org/10.1016/j.ifacol.2020.12.2122,['https://www.sciencedirect.com/science/article/pii/S2405896320327737'],"['Cognitive Aspects of Automation', 'Human-Centered Systems', 'Knowledge Society']","This paper revisits a truly classic publication: Bainbridge’s Ironies of Automation (1983) - but it also aims to make the point that the insights gained many years ago are today becoming more important than ever. As we all know, it is due to technological advances that automation is leading to increasingly complex systems which considerably raises the impact of the potential effects. Bainbridge’s insights originated from manufacturing processes, but they equally apply to process control in general and to vehicle control, e.g., airplanes, road vehicles or trains. This paper shows that comparable observations can be reported and suggests a human-centered approach to overcome the problems."
230,JOUR,Human reliability study on the door operation from the view of Deep Machine Learning,"['Zhan, Yan', 'Tadikamalla, Pandu R.', 'Craft, James A.', 'Lu, Jiansha', 'Yuan, Jijun', 'Pei, Zhi', 'Li, Shiyun']",Future Generation Computer Systems,99,,143,153,2019,2019/10/01/,,0167-739X,https://doi.org/10.1016/j.future.2018.11.055,['https://www.sciencedirect.com/science/article/pii/S0167739X18326098'],"['Human reliability analysis (HRA)', 'Qualitative screening', 'Human error probability (HEP)', 'Decision making', 'Machine learning']","Despite the advances made in developing human reliability analysis (HRA) methods, a gap remains between the methods developed by HRA researchers and the ways HRA practitioners actually use. Automated process control and control room operating supervision are important in major process industries. This paper introduces operator’s operational and cognitive errors in the process reliability analysis based on a review of current research on HRA techniques, a procedural framework of qualitative screening phase for the control rooms in the metro industry context, and panel discussions with HRA analysts, systems analysts, and control operators. HRA method Standardized Plant Analysis Risk-HRA (SPARH) based on Machine Learning is utilized to evaluate human error probabilities (HEPs) of action and diagnosis in the Door Operation of Guangzhou Metro Corporation (GMC) Line 1. The results show that improving staff’s experience/training level will greatly enhance operating reliability of door operation. Considering diagnosis complexity and situational awareness, different decision makers have different effects on the operating reliability. We suggest that the quality of ergonomics/Human Machine Interface (HMI) and the availability of existing ergonomics/HMI assessment tools should be evaluated based on industry standards."
