PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38934835","Nursing Personnel Workload and Staffing Need for Rural Hospitals of Darjeeling District, India: Assessment by Application of Workload Indicators of Staffing Need Tool (World Health Organization)","Mortuja SG, Dasgupta S, Bhattacherjee S, Mukherjee A.","Indian J Public Health. 2023 Oct 1;67(4):654-659. doi: 10.4103/ijph.ijph_1678_22. Epub 2023 Dec 29.","Mortuja SG","Indian J Public Health","2023","2024/06/27","","","10.4103/ijph.ijph_1678_22"
"38689916","Effects of Immersion on Knowledge Gain and Cognitive Load in Additive Manufacturing Process Education","Mathur J, Miller SR, Simpson TW, Meisel NA.","3D Print Addit Manuf. 2024 Apr 1;11(2):e787-e800. doi: 10.1089/3dp.2022.0180. Epub 2024 Apr 16.","Mathur J","3D Print Addit Manuf","2024","2024/05/01","PMC11057536","","10.1089/3dp.2022.0180"
"34307467","Inferring Trust From Users' Behaviours; Agents' Predictability Positively Affects Trust, Task Performance and Cognitive Load in Human-Agent Real-Time Collaboration","Daronnat S, Azzopardi L, Halvey M, Dubiel M.","Front Robot AI. 2021 Jul 8;8:642201. doi: 10.3389/frobt.2021.642201. eCollection 2021.","Daronnat S","Front Robot AI","2021","2021/07/26","PMC8295498","","10.3389/frobt.2021.642201"
"32552116","On the Cost of Detection Response Task Performance on Cognitive Load","Biondi FN, Balasingam B, Ayare P.","Hum Factors. 2021 Aug;63(5):804-812. doi: 10.1177/0018720820931628. Epub 2020 Jun 17.","Biondi FN","Hum Factors","2021","2020/06/20","","","10.1177/0018720820931628"
"35863122","Identification of human mental workload levels in a language comprehension task with imbalance neurophysiological data","Wang G, Yin Z, Zhao M, Tian Y, Sun Z.","Comput Methods Programs Biomed. 2022 Sep;224:107011. doi: 10.1016/j.cmpb.2022.107011. Epub 2022 Jul 12.","Wang G","Comput Methods Programs Biomed","2022","2022/07/21","","","10.1016/j.cmpb.2022.107011"
"39151457","EEG workload estimation and classification: a systematic review","Hassan J, Reza MS, Ahmed SU, Anik NH, Khan MO.","J Neural Eng. 2024 Aug 16. doi: 10.1088/1741-2552/ad705e. Online ahead of print.","Hassan J","J Neural Eng","2024","2024/08/16","","","10.1088/1741-2552/ad705e"
"36861453","Development and validation of a task load index for process control room operators (PCRO-TLX)","Kazemi R, Cousins R, Smith A, Salesi M, Alibeygian F, Zendehbodi H, Mokarami H.","Ergonomics. 2023 Dec;66(12):2121-2132. doi: 10.1080/00140139.2023.2186322. Epub 2023 Mar 8.","Kazemi R","Ergonomics","2023","2023/03/02","","","10.1080/00140139.2023.2186322"
"29551986","T-Pattern Analysis and Cognitive Load Manipulation to Detect Low-Stake Lies: An Exploratory Study","Diana B, Zurloni V, Elia M, Cavalera C, Realdon O, Jonsson GK, Anguera MT.","Front Psychol. 2018 Mar 2;9:257. doi: 10.3389/fpsyg.2018.00257. eCollection 2018.","Diana B","Front Psychol","2018","2018/03/20","PMC5841120","","10.3389/fpsyg.2018.00257"
"36982018","The Relationships of Human-Cobot Interaction Fluency with Job Performance and Job Satisfaction among Cobot Operators-The Moderating Role of Workload","Paliga M.","Int J Environ Res Public Health. 2023 Mar 14;20(6):5111. doi: 10.3390/ijerph20065111.","Paliga M","Int J Environ Res Public Health","2023","2023/03/29","PMC10048792","","10.3390/ijerph20065111"
"36682107","Cross-task cognitive workload recognition using a dynamic residual network with attention mechanism based on neurophysiological signals","Ji Z, Tang J, Wang Q, Xie X, Liu J, Yin Z.","Comput Methods Programs Biomed. 2023 Mar;230:107352. doi: 10.1016/j.cmpb.2023.107352. Epub 2023 Jan 13.","Ji Z","Comput Methods Programs Biomed","2023","2023/01/22","","","10.1016/j.cmpb.2023.107352"
"34142968","Research Trends in Artificial Intelligence Applications in Human Factors Health Care: Mapping Review","Asan O, Choudhury A.","JMIR Hum Factors. 2021 Jun 18;8(2):e28236. doi: 10.2196/28236.","Asan O","JMIR Hum Factors","2021","2021/06/18","PMC8277302","","10.2196/28236"
"36351040","An Investigation into Occupational Related Stress of At-Risk Workers During COVID-19","Gerding T, Davis KG, Wang J.","Ann Work Expo Health. 2023 Jan 12;67(1):118-128. doi: 10.1093/annweh/wxac076.","Gerding T","Ann Work Expo Health","2023","2022/11/09","PMC9834903","","10.1093/annweh/wxac076"
"36501895","Human Error Prediction Using Heart Rate Variability and Electroencephalography","Takada N, Laohakangvalvit T, Sugaya M.","Sensors (Basel). 2022 Nov 26;22(23):9194. doi: 10.3390/s22239194.","Takada N","Sensors (Basel)","2022","2022/12/11","PMC9738990","","10.3390/s22239194"
"38320387","Comparison of concurrent cognitive load measures during n-back tasks","Pillai P, Balasingam B, Jaekel A, Biondi FN.","Appl Ergon. 2024 May;117:104244. doi: 10.1016/j.apergo.2024.104244. Epub 2024 Feb 5.","Pillai P","Appl Ergon","2024","2024/02/06","","","10.1016/j.apergo.2024.104244"
"38250110","Biological evolution and human cognition are analogous information processing systems","Castro-Alonso JC, Hidalgo AA, Sweller J.","Front Psychol. 2024 Jan 5;14:1330345. doi: 10.3389/fpsyg.2023.1330345. eCollection 2023.","Castro-Alonso JC","Front Psychol","2024","2024/01/22","PMC10796771","","10.3389/fpsyg.2023.1330345"
"33117198","An Understandable, Extensible, and Reusable Implementation of the Hodgkin-Huxley Equations Using Modelica","Schölzel C, Blesius V, Ernst G, Dominik A.","Front Physiol. 2020 Oct 2;11:583203. doi: 10.3389/fphys.2020.583203. eCollection 2020.","Schölzel C","Front Physiol","2020","2020/10/29","PMC7566415","","10.3389/fphys.2020.583203"
"39209957","Cognitive load associated with speaking clearly in reverberant rooms","Ishikawa K, Murgia S, Li H, Renkert E, Bottalico P.","Sci Rep. 2024 Aug 29;14(1):20069. doi: 10.1038/s41598-024-70820-w.","Ishikawa K","Sci Rep","2024","2024/08/29","PMC11362551","","10.1038/s41598-024-70820-w"
"33512699","Tapping to hip-hop: Effects of cognitive load, arousal, and musical meter on time experiences","Wöllner C, Hammerschmidt D.","Atten Percept Psychophys. 2021 May;83(4):1552-1561. doi: 10.3758/s13414-020-02227-4. Epub 2021 Jan 29.","Wöllner C","Atten Percept Psychophys","2021","2021/01/29","PMC8084775","","10.3758/s13414-020-02227-4"
"38234483","The WACDT, a modern vigilance task for network defense","Guidetti OA, Speelman CP, Bouhlas P.","Front Neuroergon. 2023 Nov 21;4:1215497. doi: 10.3389/fnrgo.2023.1215497. eCollection 2023.","Guidetti OA","Front Neuroergon","2023","2024/01/18","PMC10790921","","10.3389/fnrgo.2023.1215497"
"38289711","A systematic review of work-related health problems of factory workers in the textile and fashion industry","Seidu RK, Ofori EA, Eghan B, Fobiri GK, Afriyie AO, Acquaye R.","J Occup Health. 2024 Jan 4;66(1):uiae007. doi: 10.1093/joccuh/uiae007.","Seidu RK","J Occup Health","2024","2024/01/30","PMC10964409","","10.1093/joccuh/uiae007"
"27722048","Human motion segmentation and recognition using machine vision for mechanical assembly operation","Jiang Q, Liu M, Wang X, Ge M, Lin L.","Springerplus. 2016 Sep 21;5(1):1629. doi: 10.1186/s40064-016-3279-x. eCollection 2016.","Jiang Q","Springerplus","2016","2016/10/11","PMC5031581","","10.1186/s40064-016-3279-x"
"35392697","Facilitating the Work of Unmanned Aerial Vehicle Operators Using Artificial Intelligence: An Intelligent Filter for Command-and-Control Maps to Reduce Cognitive Workload","Zak Y, Parmet Y, Oron-Gilad T.","Hum Factors. 2023 Nov;65(7):1345-1360. doi: 10.1177/00187208221081968. Epub 2022 Apr 7.","Zak Y","Hum Factors","2023","2022/04/08","PMC10626988","","10.1177/00187208221081968"
"25571329","Brain biomarkers based assessment of cognitive workload in pilots under various task demands","Gentili RJ, Rietschel JC, Jaquess KJ, Lo LC, Prevost M, Miller MW, Mohler JM, Oh H, Tan YY, Hatfield BD.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:5860-3. doi: 10.1109/EMBC.2014.6944961.","Gentili RJ","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6944961"
"33044218","Relationship between mental workload and salivary cortisol levels: A field study","Zoaktafi M, Kazemi R, Choobineh A, SaboorYaraghi A, Nematolahi S, Zakerian SA.","Work. 2020;67(2):381-386. doi: 10.3233/WOR-203287.","Zoaktafi M","Work","2020","2020/10/12","","","10.3233/WOR-203287"
"26596386","Change Fatigue in Health Care Professionals--An Issue of Workload or Human Factors Engineering?","Ead H.","J Perianesth Nurs. 2015 Dec;30(6):504-515. doi: 10.1016/j.jopan.2014.02.007. Epub 2014 Dec 27.","Ead H","J Perianesth Nurs","2015","2015/11/25","","","10.1016/j.jopan.2014.02.007"
"36591669","Mental workload assessments of aerial photography missions performed by novice unmanned aerial vehicle operators","Li KW, Peng L, Zhao C, Khaday S.","Work. 2023;75(1):181-193. doi: 10.3233/WOR-211222.","Li KW","Work","2023","2023/01/02","","","10.3233/WOR-211222"
"35801471","Research on artificial intelligence of accounting information processing based on image processing","Tian J, Li L.","Math Biosci Eng. 2022 Jun 9;19(8):8411-8425. doi: 10.3934/mbe.2022391.","Tian J","Math Biosci Eng","2022","2022/07/08","","","10.3934/mbe.2022391"
"31059900","Assessing cognitive mental workload via EEG signals and an ensemble deep learning classifier based on denoising autoencoders","Yang S, Yin Z, Wang Y, Zhang W, Wang Y, Zhang J.","Comput Biol Med. 2019 Jun;109:159-170. doi: 10.1016/j.compbiomed.2019.04.034. Epub 2019 Apr 29.","Yang S","Comput Biol Med","2019","2019/05/07","","","10.1016/j.compbiomed.2019.04.034"
"37471180","Offline Evaluation Matters: Investigation of the Influence of Offline Performance of EMG-Based Neural-Machine Interfaces on User Adaptation, Cognitive Load, and Physical Efforts in a Real-Time Application","Hinson RM, Berman J, Lee IC, Filer WG, Huang H.","IEEE Trans Neural Syst Rehabil Eng. 2023;31:3055-3063. doi: 10.1109/TNSRE.2023.3297448. Epub 2023 Jul 28.","Hinson RM","IEEE Trans Neural Syst Rehabil Eng","2023","2023/07/20","","","10.1109/TNSRE.2023.3297448"
"33054415","An Investigation of Speech Features, Plant System Alarms, and Operator-System Interaction for the Classification of Operator Cognitive Workload During Dynamic Work","Braarud PØ, Bodal T, Hulsund JE, Louka MN, Nihlwing C, Nystad E, Svengren H, Wingstedt E.","Hum Factors. 2021 Aug;63(5):736-756. doi: 10.1177/0018720820961730. Epub 2020 Oct 15.","Braarud PØ","Hum Factors","2021","2020/10/15","","","10.1177/0018720820961730"
"38471237","On the impact of on-road partially-automated driving on drivers' cognitive workload and attention allocation","Biondi FN, Jajo N.","Accid Anal Prev. 2024 Jun;200:107537. doi: 10.1016/j.aap.2024.107537. Epub 2024 Mar 11.","Biondi FN","Accid Anal Prev","2024","2024/03/12","","","10.1016/j.aap.2024.107537"
"36847054","Effects of mental workload on manufacturing systems employees: A mediation causal model","Realyvásquez-Vargas A, García-Alcaraz JL, Arredondo-Soto KC, Hernández-Escobedo G, Báez-López YA.","Work. 2023;76(1):323-341. doi: 10.3233/WOR-220148.","Realyvásquez-Vargas A","Work","2023","2023/02/27","","","10.3233/WOR-220148"
"31593487","The ANT Executive Control Index: No Evidence for Temporal Decrement","Zholdassova M, Kustubayeva A, Matthews G.","Hum Factors. 2021 Mar;63(2):254-273. doi: 10.1177/0018720819880058. Epub 2019 Oct 8.","Zholdassova M","Hum Factors","2021","2019/10/09","","","10.1177/0018720819880058"
"33128991","Psychophysiological responses to takeover requests in conditionally automated driving","Du N, Yang XJ, Zhou F.","Accid Anal Prev. 2020 Dec;148:105804. doi: 10.1016/j.aap.2020.105804. Epub 2020 Oct 29.","Du N","Accid Anal Prev","2020","2020/10/31","","","10.1016/j.aap.2020.105804"
"36360758","Can Professionalization Alleviate Job Burnout in Construction Workers in China? A Multivariable Mediating Model","Ni G, Miao X, Li L, Li H, Wang S, Niu M.","Int J Environ Res Public Health. 2022 Oct 25;19(21):13879. doi: 10.3390/ijerph192113879.","Ni G","Int J Environ Res Public Health","2022","2022/11/11","PMC9656582","","10.3390/ijerph192113879"
"38714102","Human-cobot collaboration's impact on success, time completion, errors, workload, gestures and acceptability during an assembly task","Fournier É, Jeoffrion C, Hmedan B, Pellier D, Fiorino H, Landry A.","Appl Ergon. 2024 Sep;119:104306. doi: 10.1016/j.apergo.2024.104306. Epub 2024 May 6.","Fournier É","Appl Ergon","2024","2024/05/07","","","10.1016/j.apergo.2024.104306"
"33170781","Plantar or Palmar Tactile Augmentation Improves Lateral Postural Balance With Significant Influence from Cognitive Load","Azbell J, Park J, Chang SH, Engelen MPKG, Park H.","IEEE Trans Neural Syst Rehabil Eng. 2021;29:113-122. doi: 10.1109/TNSRE.2020.3037128. Epub 2021 Feb 26.","Azbell J","IEEE Trans Neural Syst Rehabil Eng","2021","2020/11/10","","","10.1109/TNSRE.2020.3037128"
"35039717","Designing a Co-creation System for the Development of Work-process-related Learning Material in Manufacturing","Weinert T, Billert M, de Gafenco MT, Janson A, Leimeister JM.","Comput Support Coop Work. 2023;32(1):5-53. doi: 10.1007/s10606-021-09420-5. Epub 2022 Jan 12.","Weinert T","Comput Support Coop Work","2023","2022/01/18","PMC8754074","","10.1007/s10606-021-09420-5"
"38725525","Collaborative robots can augment human cognition in regret-sensitive tasks","Schlafly M, Prabhakar A, Popovic K, Schlafly G, Kim C, Murphey TD.","PNAS Nexus. 2024 Jan 17;3(2):pgae016. doi: 10.1093/pnasnexus/pgae016. eCollection 2024 Feb.","Schlafly M","PNAS Nexus","2024","2024/05/10","PMC11079486","","10.1093/pnasnexus/pgae016"
"29867630","A Preliminary Review of Fatigue Among Rail Staff","Fan J, Smith AP.","Front Psychol. 2018 May 7;9:634. doi: 10.3389/fpsyg.2018.00634. eCollection 2018.","Fan J","Front Psychol","2018","2018/06/06","PMC5949530","","10.3389/fpsyg.2018.00634"
"28965433","Physiological Parameter Response to Variation of Mental Workload","Marinescu AC, Sharples S, Ritchie AC, Sánchez López T, McDowell M, Morvan HP.","Hum Factors. 2018 Feb;60(1):31-56. doi: 10.1177/0018720817733101. Epub 2017 Sep 30.","Marinescu AC","Hum Factors","2018","2017/10/03","PMC5777546","","10.1177/0018720817733101"
"33415089","Assessment of Healthcare Provider Workload in Neonatal Resuscitation","Zehnder EC, Law BHY, Schmölzer GM.","Front Pediatr. 2020 Dec 22;8:598475. doi: 10.3389/fped.2020.598475. eCollection 2020.","Zehnder EC","Front Pediatr","2020","2021/01/08","PMC7784715","","10.3389/fped.2020.598475"
"35405457","Danger, high voltage! Using EEG and EOG measurements for cognitive overload detection in a simulated industrial context","Morton J, Zheleva A, Van Acker BB, Durnez W, Vanneste P, Larmuseau C, De Bruyne J, Raes A, Cornillie F, Saldien J, De Marez L, Bombeke K.","Appl Ergon. 2022 Jul;102:103763. doi: 10.1016/j.apergo.2022.103763. Epub 2022 Apr 8.","Morton J","Appl Ergon","2022","2022/04/11","","","10.1016/j.apergo.2022.103763"
"31691942","Does Ramadan fasting affect the physical workload?","Omrane A, Kammoun S, Mili H, Khalfallah T, El Mhamdi S, Bouzgarrou L.","Tunis Med. 2019 Oct;97(10):1146-1152.","Omrane A","Tunis Med","2019","2019/11/07","","",""
"38235447","Misleading Robot Signals in a Classification Task Induce Cognitive Load as Measured by Theta Synchronization Between Frontal and Temporo-parietal Brain Regions","Abubshait A, Parenti L, Perez-Osorio J, Wykowska A.","Front Neuroergon. 2022 Jul 1;3:838136. doi: 10.3389/fnrgo.2022.838136. eCollection 2022.","Abubshait A","Front Neuroergon","2022","2024/01/18","PMC10790903","","10.3389/fnrgo.2022.838136"
"36367971","An Adaptive Human-Robotic Interaction Architecture for Augmenting Surgery Performance Using Real-Time Workload Sensing-Demonstration of a Semi-autonomous Suction Tool","Yang J, Barragan JA, Farrow JM, Sundaram CP, Wachs JP, Yu D.","Hum Factors. 2024 Apr;66(4):1081-1102. doi: 10.1177/00187208221129940. Epub 2022 Nov 11.","Yang J","Hum Factors","2024","2022/11/11","PMC11558698","NIHMS2033676","10.1177/00187208221129940"
"38820057","Employer representatives' experiences of supporting employees with cognitive impairments in a digital work environment","Lindberg M, Larsson-Lund M, Berg Jansson A, Ranner M.","Work. 2024;79(3):1343-1356. doi: 10.3233/WOR-230690.","Lindberg M","Work","2024","2024/05/31","","","10.3233/WOR-230690"
"31861639","Physical Workload Tracking Using Human Activity Recognition with Wearable Devices","Manjarres J, Narvaez P, Gasser K, Percybrooks W, Pardo M.","Sensors (Basel). 2019 Dec 19;20(1):39. doi: 10.3390/s20010039.","Manjarres J","Sensors (Basel)","2019","2019/12/22","PMC6982756","","10.3390/s20010039"
"37289000","Recognition and evaluation of mental workload in different stages of perceptual and cognitive information processing using a multimodal approach","Jin H, Zhu L, Li M, Duffy VG.","Ergonomics. 2024 Mar;67(3):377-397. doi: 10.1080/00140139.2023.2223785. Epub 2023 Jun 20.","Jin H","Ergonomics","2024","2023/06/08","","","10.1080/00140139.2023.2223785"
"33587701","3D-Printing and Upper-Limb Prosthetic Sockets: Promises and Pitfalls","Olsen J, Day S, Dupan S, Nazarpour K, Dyson M.","IEEE Trans Neural Syst Rehabil Eng. 2021;29:527-535. doi: 10.1109/TNSRE.2021.3057984. Epub 2021 Mar 3.","Olsen J","IEEE Trans Neural Syst Rehabil Eng","2021","2021/02/15","","","10.1109/TNSRE.2021.3057984"
"36910421","Task-independent auditory probes reveal changes in mental workload during simulated quadrotor UAV training","Wang S, Gu H, Yao Q, Yang C, Li X, Ouyang G.","Health Inf Sci Syst. 2023 Mar 7;11(1):12. doi: 10.1007/s13755-023-00213-2. eCollection 2023 Dec.","Wang S","Health Inf Sci Syst","2023","2023/03/13","PMC9992679","","10.1007/s13755-023-00213-2"
"33835271","Real-time prediction of short-timescale fluctuations in cognitive workload","Boehm U, Matzke D, Gretton M, Castro S, Cooper J, Skinner M, Strayer D, Heathcote A.","Cogn Res Princ Implic. 2021 Apr 9;6(1):30. doi: 10.1186/s41235-021-00289-y.","Boehm U","Cogn Res Princ Implic","2021","2021/04/09","PMC8035388","","10.1186/s41235-021-00289-y"
"32678781","Evaluating effectiveness of information visualizations using cognitive fit theory: A neuroergonomics approach","Nuamah JK, Seong Y, Jiang S, Park E, Mountjoy D.","Appl Ergon. 2020 Oct;88:103173. doi: 10.1016/j.apergo.2020.103173. Epub 2020 Jun 11.","Nuamah JK","Appl Ergon","2020","2020/07/18","","","10.1016/j.apergo.2020.103173"
"29060764","How the workload impacts on cognitive cooperation: A pilot study","Sciaraffa N, Borghini G, Arico P, Di Flumeri G, Toppi J, Colosimo A, Bezerianos A, Thakor NV, Babiloni F.","Annu Int Conf IEEE Eng Med Biol Soc. 2017 Jul;2017:3961-3964. doi: 10.1109/EMBC.2017.8037723.","Sciaraffa N","Annu Int Conf IEEE Eng Med Biol Soc","2017","2017/10/25","","","10.1109/EMBC.2017.8037723"
"33444868","Effect of cognitive load on drivers' State and task performance during automated driving: Introducing a novel method for determining stabilisation time following take-over of control","Melnicuk V, Thompson S, Jennings P, Birrell S.","Accid Anal Prev. 2021 Mar;151:105967. doi: 10.1016/j.aap.2020.105967. Epub 2021 Jan 11.","Melnicuk V","Accid Anal Prev","2021","2021/01/14","","","10.1016/j.aap.2020.105967"
"34655029","The impact of cognitive load on prospective and retrospective time estimates at long durations: An investigation using a visual and memory search paradigm","Walker JA, Aswad M, Lacroix G.","Mem Cognit. 2022 May;50(4):837-851. doi: 10.3758/s13421-021-01241-7. Epub 2021 Oct 15.","Walker JA","Mem Cognit","2022","2021/10/16","","","10.3758/s13421-021-01241-7"
"38234499","Assessment of mental workload across cognitive tasks using a passive brain-computer interface based on mean negative theta-band amplitudes","Gallegos Ayala GI, Haslacher D, Krol LR, Soekadar SR, Zander TO.","Front Neuroergon. 2023 Nov 23;4:1233722. doi: 10.3389/fnrgo.2023.1233722. eCollection 2023.","Gallegos Ayala GI","Front Neuroergon","2023","2024/01/18","PMC10790894","","10.3389/fnrgo.2023.1233722"
"39193884","The effects of target sizes on biomechanical and cognitive load and task performance of virtual reality interactions","Kia K, Hwang J, Kim JH.","Ergonomics. 2024 Aug 28:1-15. doi: 10.1080/00140139.2024.2396038. Online ahead of print.","Kia K","Ergonomics","2024","2024/08/28","","","10.1080/00140139.2024.2396038"
"38544206","Evaluating Technicians' Workload and Performance in Diagnosis for Corrective Maintenance","Shin H, Rothrock L, Prabhu V.","Sensors (Basel). 2024 Mar 18;24(6):1943. doi: 10.3390/s24061943.","Shin H","Sensors (Basel)","2024","2024/03/28","PMC10974974","","10.3390/s24061943"
"32496287","From Theory to Practice: The Application of Cognitive Load Theory to the Practice of Medicine","Szulewski A, Howes D, van Merriënboer JJG, Sweller J.","Acad Med. 2021 Jan 1;96(1):24-30. doi: 10.1097/ACM.0000000000003524.","Szulewski A","Acad Med","2021","2020/06/05","","","10.1097/ACM.0000000000003524"
"34036497","Artificial intelligence as a fundamental tool in management of infectious diseases and its current implementation in COVID-19 pandemic","Kaur I, Behl T, Aleya L, Rahman H, Kumar A, Arora S, Bulbul IJ.","Environ Sci Pollut Res Int. 2021 Aug;28(30):40515-40532. doi: 10.1007/s11356-021-13823-8. Epub 2021 May 25.","Kaur I","Environ Sci Pollut Res Int","2021","2021/05/26","PMC8148397","","10.1007/s11356-021-13823-8"
"35259108","Unraveling the Physiological Correlates of Mental Workload Variations in Tracking and Collision Prediction Tasks","John AR, Singh AK, Do TN, Eidels A, Nalivaiko E, Gavgani AM, Brown S, Bennett M, Lal S, Simpson AM, Gustin SM, Double K, Walker FR, Kleitman S, Morley J, Lin CT.","IEEE Trans Neural Syst Rehabil Eng. 2022;30:770-781. doi: 10.1109/TNSRE.2022.3157446. Epub 2022 Mar 29.","John AR","IEEE Trans Neural Syst Rehabil Eng","2022","2022/03/08","","","10.1109/TNSRE.2022.3157446"
"24787529","Pointing and tracing gestures may enhance anatomy and physiology learning","Macken L, Ginns P.","Med Teach. 2014 Jul;36(7):596-601. doi: 10.3109/0142159X.2014.899684. Epub 2014 May 2.","Macken L","Med Teach","2014","2014/05/03","","","10.3109/0142159X.2014.899684"
"27577455","Feasibility of Eyetracking in Critical Care Environments - A Systematic Review","Klausen A, Röhrig R, Lipprandt M.","Stud Health Technol Inform. 2016;228:604-8.","Klausen A","Stud Health Technol Inform","2016","2016/09/01","","",""
"32508465","Role of artificial intelligence in diagnostic oral pathology-A modern approach","Krishna AB, Tanveer A, Bhagirath PV, Gannepalli A.","J Oral Maxillofac Pathol. 2020 Jan-Apr;24(1):152-156. doi: 10.4103/jomfp.JOMFP_215_19. Epub 2020 May 8.","Krishna AB","J Oral Maxillofac Pathol","2020","2020/06/09","PMC7269295","","10.4103/jomfp.JOMFP_215_19"
"35575073","Context-Dependent Cognitive Workload Monitoring using Pupillometry for Control Room Operators to Prevent Overload","Bhavsar P.","IISE Trans Occup Ergon Hum Factors. 2022 Apr-Jun;10(2):91-103. doi: 10.1080/24725838.2022.2076177. Epub 2022 May 30.","Bhavsar P","IISE Trans Occup Ergon Hum Factors","2022","2022/05/16","","","10.1080/24725838.2022.2076177"
"28395700","Faculty Perceptions of Workload: A Human Factor's Approach to Instrument Development","Neill D.","J Nurs Meas. 2017 Apr 1;25(1):56-76. doi: 10.1891/1061-3749.25.1.56.","Neill D","J Nurs Meas","2017","2017/04/12","","","10.1891/1061-3749.25.1.56"
"38300760","Human technology intermediation to reduce cognitive load: understanding healthcare staff members' practices to facilitate telehealth access in a Federally Qualified Health Center patient population","Williamson AK, Antonio MG, Davis S, Kameswaran V, Dillahunt TR, Buis LR, Veinot TC.","J Am Med Inform Assoc. 2024 Apr 3;31(4):832-845. doi: 10.1093/jamia/ocad257.","Williamson AK","J Am Med Inform Assoc","2024","2024/02/01","PMC10990534","","10.1093/jamia/ocad257"
"32257260","The impact of heavy nurse workload and patient/family complaints on workplace violence: An application of human factors framework","Havaei F, MacPhee M.","Nurs Open. 2020 Jan 15;7(3):731-741. doi: 10.1002/nop2.444. eCollection 2020 May.","Havaei F","Nurs Open","2020","2020/04/08","PMC7113506","","10.1002/nop2.444"
"38149058","Advanced workstations and collaborative robots: exploiting eye-tracking and cardiac activity indices to unveil senior workers' mental workload in assembly tasks","Pluchino P, Pernice GFA, Nenna F, Mingardi M, Bettelli A, Bacchin D, Spagnolli A, Jacucci G, Ragazzon A, Miglioranzi L, Pettenon C, Gamberini L.","Front Robot AI. 2023 Dec 12;10:1275572. doi: 10.3389/frobt.2023.1275572. eCollection 2023.","Pluchino P","Front Robot AI","2023","2023/12/27","PMC10749956","","10.3389/frobt.2023.1275572"
"30140792","Toward Improving Surgical Outcomes by Incorporating Cognitive Load Measurement into Process-Driven Guidance","Avrunin GS, Clarke LA, Conboy HM, Osterweil LJ, Dias RD, Yule SJ, Goldman JM, Zenati MA.","Softw Eng Healthc Syst SEHS IEEE ACM Int Workshop. 2018 May;2018:2-9. doi: 10.1145/3194696.3194705.","Avrunin GS","Softw Eng Healthc Syst SEHS IEEE ACM Int Workshop","2018","2018/08/25","PMC6103223","NIHMS973513","10.1145/3194696.3194705"
"30177904","Is Product Placement Really Worse Than Traditional Commercials? Cognitive Load and Recalling of Advertised Brands","Grzyb T, Dolinski D, Kozłowska A.","Front Psychol. 2018 Aug 20;9:1519. doi: 10.3389/fpsyg.2018.01519. eCollection 2018.","Grzyb T","Front Psychol","2018","2018/09/05","PMC6109789","","10.3389/fpsyg.2018.01519"
"30241559","Impact of drug and equipment preparation on pre-hospital emergency Anaesthesia (PHEA) procedural time, error rate and cognitive load","Swinton P, Corfield AR, Moultrie C, Percival D, Proctor J, Sinclair N, Perkins ZB.","Scand J Trauma Resusc Emerg Med. 2018 Sep 21;26(1):82. doi: 10.1186/s13049-018-0549-3.","Swinton P","Scand J Trauma Resusc Emerg Med","2018","2018/09/23","PMC6150998","","10.1186/s13049-018-0549-3"
"35968029","Clinical decision support for intervention reduction in neonatal patients: A usability assessment","Tremoulet PD.","Digit Health. 2022 Aug 7;8:20552076221113696. doi: 10.1177/20552076221113696. eCollection 2022 Jan-Dec.","Tremoulet PD","Digit Health","2022","2022/08/15","PMC9364207","","10.1177/20552076221113696"
"38888027","Functional dissociation of the language network and other cognition in early childhood","Hiersche KJ, Schettini E, Li J, Saygin ZM.","Hum Brain Mapp. 2024 Jun 15;45(9):e26757. doi: 10.1002/hbm.26757.","Hiersche KJ","Hum Brain Mapp","2024","2024/06/18","PMC11184366","","10.1002/hbm.26757"
"37040738","Using EEG signals to assess workload during memory retrieval in a real-world scenario","Chiang KJ, Dong S, Cheng CK, Jung TP.","J Neural Eng. 2023 May 11;20(3). doi: 10.1088/1741-2552/accbed.","Chiang KJ","J Neural Eng","2023","2023/04/11","","","10.1088/1741-2552/accbed"
"34040669","Recognition of cognitive load with a stacking network ensemble of denoising autoencoders and abstracted neurophysiological features","Cao Z, Yin Z, Zhang J.","Cogn Neurodyn. 2021 Jun;15(3):425-437. doi: 10.1007/s11571-020-09642-1. Epub 2020 Oct 7.","Cao Z","Cogn Neurodyn","2021","2021/05/27","PMC8131476","","10.1007/s11571-020-09642-1"
"25479974","Impact of automation: Measurement of performance, workload and behaviour in a complex control environment","Balfe N, Sharples S, Wilson JR.","Appl Ergon. 2015 Mar;47:52-64. doi: 10.1016/j.apergo.2014.08.002. Epub 2014 Sep 19.","Balfe N","Appl Ergon","2015","2014/12/07","","","10.1016/j.apergo.2014.08.002"
"38072162","Using virtual reality-based neurocognitive testing and eye tracking to study naturalistic cognitive-motor performance","Wilf M, Korakin A, Bahat Y, Koren O, Galor N, Dagan O, Wright WG, Friedman J, Plotnik M.","Neuropsychologia. 2024 Feb 15;194:108744. doi: 10.1016/j.neuropsychologia.2023.108744. Epub 2023 Dec 8.","Wilf M","Neuropsychologia","2024","2023/12/10","","","10.1016/j.neuropsychologia.2023.108744"
